店舖名稱,店舖號,服務編號,地址,電話
全家高雄真愛店,018606,58606,高雄市苓雅區新光路40號,"07-9766480, 07-2691916"
全家高雄福山店,015307,18551,高雄市苓雅區福德三路226號,"07-9769712, 07-7225460"
全家高雄廣泉店,017568,54152,高雄市苓雅區廣州一街127號一樓,"07-9741908, 07-7220774"
全家高雄中福店,017956,57956,高雄市苓雅區興中一路18號壹樓,"07-9765296, 07-3381378"
全家高雄大仁店,017617,17122,高雄市鹽埕區大仁路59號,"07-9769785, 07-5316187"
全家高雄福王店,014463,50717,高雄市鹽埕區五福四路72號,"07-9769713, 07-5316702"
全家高雄新樂店,010836,50836,高雄市鹽埕區新樂街238號,"07-9769733, 07-5319796"
全家高雄國泰店,015216,17255,"高雄市鼓山區九如四路687,689號","07-9744238, 07-5315985"
全家高雄內惟店,014133,17447,高雄市鼓山區九如四路1466號,07-5825460
全家高雄美美店,015383,54860,高雄市鼓山區中華一路976號一樓,"07-9769375, 07-5528463"
全家高雄文信店,018493,53602,高雄市鼓山區文信路193號1樓及2樓,"07-9741962, 07-5533953"
全家高雄明倫店,016611,18800,高雄市鼓山區明倫路148號1樓,"07-9744327, 07-5547219"
全家高雄華屏店,017539,56642,高雄市鼓山區明華路280號,"07-9766147, 07-5526838"
全家高雄青海店,018553,58553,高雄市鼓山區青海路277-1號,"07-9766154, 07-5227027"
全家高雄南屏店,014657,19462,高雄市鼓山區南屏路536號,"07-9744341, 07-5536031"
全家高雄美明店,017615,50367,高雄市鼓山區美明路102號,"07-9744353, 07-5537553"
全家高雄美舞店,012135,52135,高雄市鼓山區美術東五路118號,"07-9765452, 07-5224293"
全家高雄美新店,014672,19623,高雄市鼓山區美術南三路201號一樓,"07-9744356, 07-5549521"
全家高雄美藝店,016453,50056,高雄市鼓山區美術館路87號,"07-9744357, 07-5225401"
全家高雄如逢店,016949,56949,高雄市鼓山區逢甲路98號,"07-9766503, 07-5887028"
全家高雄華漾店,013268,53043,高雄市鼓山區華泰路152號,"07-9765591, 07-5524308"
全家高雄天誠店,019044,58002,高雄市鼓山區裕誠路1900號,"07-9765455, 07-5529593"
全家高雄裕民店,018435,58435,高雄市鼓山區裕誠路1509-7號,"07-9765457, 07-5526518"
全家高雄鼓山店,018598,53795,高雄市鼓山區鼓山二路43號壹樓,"07-9765306, 07-5217383"
全家高雄西灣店,018749,50126,高雄市鼓山區蓮海路70號(國立中山大學),"07-9744203, 07-5250036"
全家高雄龍勝店,015716,50288,高雄市鼓山區龍勝路120號,"07-9769759, 07-5542963"
全家高雄臨一店,017957,57957,高雄市鼓山區臨海一路21之3號附5,"07-9765402, 07-5313828"
全家高雄哈瑪星店,018333,50848,高雄市鼓山區臨海二路52號,"07-9744342, 07-5319795"
全家旗津天后店,017860,57860,高雄市旗津區廟前路28號一樓,"07-9769973, 07-5718997"
全家高雄林心店,019025,59025,高雄市前鎮區一心二路157號1樓,07-3381575
全家高雄二聖店,011731,17243,"高雄市前鎮區二聖一路67號,69號","07-9769781, 07-7249692"
全家高雄廣三店,018837,58837,高雄市前鎮區二聖ㄧ路218號,"07-9765220, 07-7219569"
全家高雄皇家店,014405,17645,"高雄市前鎮區民權二路76,78號1樓","07-9744352, 07-3318198"
全家高雄西華店,016907,14328,高雄市前鎮區光華二路76號,"07-9766857, 07-7264629"
全家高雄明鳳店,012496,52496,高雄市前鎮區明鳳三路65號,"07-9765646, 07-7935480"
全家高雄華江店,015676,14303,高雄市前鎮區長江街70號一樓,"07-9769726, 07-3359512"
全家高雄南衙店,017958,57958,高雄市前鎮區草衙二路337號,"07-9763368, 07-8411258"
全家高雄大魯閣店,015149,55149,高雄市前鎮區中山四路100號(2F-13),"07-9768936, 07-7915278"
全家高雄梧州店,018825,58825,高雄市前鎮區廣西路211號1樓(配送用),"07-9765121, 07-3386636"
全家高雄瑞東店,015187,18500,"高雄市前鎮區崗山中街159號,161號","07-9769737, 07-7260326"
全家高雄聖心店,016191,17094,高雄市前鎮區復興三路146號1樓,"07-9744396, 07-3387057"
全家高雄錢證店,017638,57638,高雄市前鎮區前鎮街196號一樓及地下室,"07-9766052, 07-8215676"
全家高雄摩天店,018529,50675,高雄市前鎮區新光路21號,"07-9769760, 07-5370771"
全家高雄心衙店,018249,58249,高雄市前鎮區新衙路351號,"07-9721790, 07-8213369"
全家高雄瑞北店,017240,57240,高雄市前鎮區瑞北路213號,"07-9765035, 07-7165125"
全家高雄瑞和店,014760,17044,高雄市前鎮區瑞和街173號,"07-9769736, 07-7252435"
全家高雄翠北店,017047,57047,高雄市前鎮區翠亨北路562號,"07-9766533, 07-8416158"
全家高雄德安店,016373,56373,高雄市前鎮區德昌路141號,"07-9765076, 07-8318715"
全家高雄鄭和店,017001,57001,高雄市前鎮區鄭和南路420之1號,"07-9769062, 07-5369556"
全家高雄高中店,011951,17672,高雄市前鎮區鎮中路145號1樓,"07-9744363, 07-8218783"
全家高雄安康店,015258,17210,高雄市三民區九如一路889—4號,"07-9744391, 07-3806874"
全家高雄如順店,016675,56602,高雄市三民區九如一路530號,"07-9765853, 07-3807586"
全家高雄龍江店,012802,17436,高雄市三民區九如二路138號,"07-9769743, 07-3219600"
全家高雄力行店,017048,17010,高雄市三民區力行路154號,"07-9769782, 07-3161730"
全家高雄醫大店,018552,51183,高雄市三民區十全一路100號,"07-9769762, 07-3223316"
全家高雄褒忠店,015418,17830,高雄市三民區大昌二路119之2號1樓,"07-9769748, 07-3954767"
全家高雄得陽店,018963,52495,高雄市三民區大昌二路309-1號,"07-9765525, 07-3819572"
全家高雄大興店,012442,17651,高雄市三民區大裕路38號,"07-9769786, 07-3955446"
全家高雄新裕店,016471,56471,高雄市三民區大裕路259號,"07-9765150, 07-3926084"
全家高雄春豐店,016676,51290,高雄市三民區大豐二路457號,"07-9744350, 07-3908499"
全家高雄九華店,018401,54299,高雄市三民區中華二路142號,"07-9765231, 07-3231347"
全家高雄鼎新店,014727,19430,高雄市三民區天祥一路42號1樓,"07-9744389, 07-3421085"
全家高雄安和店,016278,17376,"高雄市三民區北平一街153號,155號,157號","07-9744235, 07-3226098"
全家高雄民如店,017382,57241,高雄市三民區民族一路13號,"07-9765029, 07-3221178"
全家高雄吉林店,016677,18487,"高雄市三民區吉林街155號,157號","07-9769779, 07-3234557"
全家高雄醫學店,016512,56512,高雄市三民區三民區自由一路100號,"07-9765297, 07-3229985"
全家高雄醫學二店,016546,56546,高雄市三民區自由一路100號地下室,"07-9765329, 07-3223916"
全家高雄運河店,017233,17655,高雄市三民區自立一路71號,"07-9744397, 07-2858179"
全家高雄延慶店,016410,17972,高雄市三民區第二安發里延慶街113號一樓,"07-9744326, 07-3890250"
全家高雄明哲店,015117,55117,高雄市三民區明賢路38號一樓及地下室,"07-9769980, 07-3506241"
全家高雄鼎中店,018293,17025,高雄市三民區金鼎路358號,"07-9744302, 07-3493468"
全家高雄建工店,014479,54090,高雄市三民區建元路11號1樓,"07-9743319, 07-3924464"
全家高雄長明店,018105,12820,高雄市三民區建國二路66號1樓,"07-9744339, 07-2366674"
全家高雄鑫讚店,013417,19778,高雄市三民區建國二路265之1號,"07-9769755, 07-2364102"
全家高雄車頭店,018699,58699,高雄市三民區建國二路318號B1西側,"07-9769160, 07-2363696"
全家高雄建興店,015137,17084,高雄市三民區建興路274號,"07-9744347, 07-3875891"
全家高雄建武店,018219,50620,高雄市三民區建興路79號1樓,"07-9744346, 07-3906846"
全家高雄建德店,016452,52949,高雄市三民區建興路151號,"07-9721729, 07-3854179"
全家高雄重慶店,018941,53545,高雄市三民區重慶街269號,"07-9741967, 07-3229637"
全家高雄凱歌店,015839,51733,高雄市三民區凱歌路87號,"07-9766747, 07-2255938"
全家高雄陽明店,017419,17053,高雄市三民區陽明路196號,"07-9769731, 07-3875240"
全家高雄黃興店,017337,17239,"高雄市三民區陽明路418號,420號","07-9769732, 07-3905476"
全家高雄興融店,014009,54009,高雄市三民區黃興路168號1樓,"07-9769309, 07-3811409"
全家高雄義明店,018491,18068,高雄市三民區義明街1號3號1樓,"07-9769740, 07-3854002"
全家高雄鼎華店,017845,17780,高雄市三民區鼎山街592號一樓,"07-9769702, 07-3945405"
全家高雄鼎勇店,015937,18529,"高雄市三民區鼎山街300號,302號1樓","07-9744398, 07-3943089"
全家高雄鼎祥店,015902,18508,高雄市三民區鼎祥街73號,"07-9744399, 07-3463667"
全家高雄鼎貴店,018470,17088,高雄市三民區鼎貴路208號1樓,"07-9769703, 07-3475162"
全家高雄壽昌店,015841,52950,高雄市三民區壽昌路93號1樓,"07-9721746, 07-3854009"
全家高雄安東店,018675,17321,高雄市三民區察哈爾一街50號,"07-9769780, 07-3226298"
全家高雄清華店,015949,55949,高雄市三民區澄和路65號1＆2樓,"07-9766185, 07-3986587"
全家高雄覺禮店,013071,18186,高雄市三民區覺民路38號,"07-9769750, 07-3947337"
全家高雄土庫店,016258,56258,"高雄市楠梓區土庫二路152號一樓,二樓","07-9765759, 07-3537481"
全家高雄清豐店,017570,50258,高雄市楠梓區土庫路61號一樓,"07-9769717, 07-3530309"
全家高雄大西店,018125,58125,高雄市楠梓區大學南路1186號1樓,"07-9721726, 07-3650776"
全家高雄高大店,015817,55817,高雄市楠梓區大學路700號,"07-9765019, 07-3644465"
全家日月光十一店,016085,18869,高雄市楠梓區中央路22號十一樓,"07-3648804, 07-3640091"
全家日月光十二店,012328,52328,高雄市楠梓區內環北路115號,07-3649535
全家日月光七店,015905,53215,高雄市楠梓區內環北路109號2樓,07-3640010
全家高雄加宏店,018580,18234,高雄市楠梓區加宏路120＆122號,"07-9769776, 07-3656976"
全家高雄右昌店,015107,18531,高雄市楠梓區右昌街221號,"07-9744155, 07-3609679"
全家日月光八店,010662,17846,高雄市楠梓區西五街10號B1,"07-3640047, 07-3646310"
全家高雄後新店,017658,57658,高雄市楠梓區後昌新路1-1號,"07-9766759, 07-3645759"
全家高雄後勁店,016567,19238,高雄市楠梓區後昌路131號1樓,"07-9744348, 07-3657187"
全家高雄德祥店,017281,19779,高雄市楠梓區海專路401號,"07-9769756, 07-3650715"
全家高雄常德店,013369,51169,高雄市楠梓區常德路320號一樓與二樓四坪空間,"07-9769716, 07-3521889"
全家高雄新創店,016725,56725,高雄市楠梓區創新路86號,"07-9765429, 07-3539693"
全家高雄創金店,018371,58371,高雄市楠梓區創新路890之1號,"07-9721867, 07-3533658"
全家高雄德昌店,017712,18221,高雄市楠梓區惠民路220號,"07-9769751, 07-3606402"
全家高雄惠豐店,016083,18013,高雄市楠梓區惠豐街166號168號一樓,"07-9769722, 07-3657425"
全家日月光三店,010637,17841,高雄市楠梓區開發路47號,"07-3645124, 07-3654946"
全家日月光九店,010663,17850,高雄市楠梓區開發路73號,"07-3641534, 07-3641704"
全家高雄鑫昌店,016666,54486,高雄市楠梓區新昌街39-1號,"07-9765796, 07-3636041"
全家高雄屏信店,018499,58499,高雄市楠梓區翠屏路88號1及2樓(部份)如圖,"07-9765485, 07-3643093"
全家日月光一店,010561,17840,高雄市楠梓區經三路26號地下一層,"07-3656044, 07-3655126"
全家日月光五店,010562,17842,高雄市楠梓區經六路66號,"07-3624050, 07-3624493"
全家高雄德中店,018195,18503,高雄市楠梓區德中路110號,"07-9769752, 07-5911758"
全家高雄民昌店,017231,52105,高雄市楠梓區德民路989之2號一樓,"07-9765451, 07-3635456"
全家高雄東賢店,018492,17493,"高雄市楠梓區德賢路382,384號","07-9744330, 07-3606800"
全家高雄興楠店,013072,17095,高雄市楠梓區興楠路354號1樓,"07-9769741, 07-3541426"
全家高雄興德店,015740,17611,高雄市楠梓區興楠路149—1號1樓,"07-9769745, 07-3535902"
全家高雄藍天店,012620,52620,高雄市楠梓區藍昌路358號,"07-9766946, 07-3659782"
全家高雄民益店,017550,50289,高雄市小港區二苓路246號,"07-9744195, 07-8016432"
全家高雄機場店,015522,50216,高雄市小港區中山四路2號一樓部分,"07-9769757, 07-8068559"
全家高雄旭日店,014649,54649,高雄市小港區中安路926號,"07-9769372, 07-7930446"
全家高雄立群店,019026,59026,高雄市小港區立群路27號一樓,07-8053137
全家高雄山明店,017590,57590,高雄市小港區松和路2號,"07-9765319, 07-8062353"
全家高雄沿海店,014223,17387,高雄市小港區沿海一路397之5號,"07-9744229, 07-8070902"
全家高雄桂陽店,019149,55460,高雄市小港區桂陽路210號,"07-9765013, 07-7934389"
全家高雄大坪頂店,017589,57589,高雄市小港區高坪二十二路471號一樓,"07-9765219, 07-8912787"
全家高雄崇明店,017537,18067,高雄市小港區崇明街160號1樓,"07-9769715, 07-8314833"
全家高雄康莊店,018366,52871,高雄市小港區康莊路183號,"07-9765857, 07-8070804"
全家高雄中安店,016867,19385,高雄市小港區廈莊一街168號,"07-9769787, 07-7932921"
全家高雄漢苓店,018942,17041,高雄市小港區漢民路169號,"07-9769711, 07-8023983"
全家高雄漢民店,016812,17675,高雄市小港區漢民路501號1樓,"07-9769710, 07-8032604"
全家高雄漢中店,013990,17851,"高雄市小港區漢民路326,328號1樓","07-9744253, 07-8068192"
全家高雄宏光店,015417,50366,高雄市小港區漢民路786號,"07-9744321, 07-8067310"
全家高雄大林蒲店,016558,55459,高雄市小港區鳳林路99號一樓,07-8715898
全家高雄金鋼店,014289,52287,高雄市小港區鋼平街150號,"07-9766649, 07-8222473"
全家高雄蓮潭店,015707,55707,高雄市左營區孔營路25號,"07-9765115, 07-5852747"
全家高雄文萊店,017973,14977,高雄市左營區文萊路325號,"07-9769767, 07-3503463"
全家高雄左大店,017938,18493,"高雄市左營區左營大路248號,250號","07-9769778, 07-5882327"
全家高雄文川店,018270,58270,高雄市左營區曾子路300號(配送用),"07-9721832, 07-3502659"
全家高雄立信店,016982,51477,高雄市左營區立信路209號,"07-9721003, 07-5565617"
全家高雄光興店,017185,19859,高雄市左營區光興街60號,"07-9744202, 07-5565991"
全家高雄陸戰店,015156,55156,高雄市左營區先鋒路9號,07-5871428
全家高雄先鋒店,018857,58857,"高雄市左營區先鋒路425號一樓,夾層",07-5889767
全家高雄孟子店,016613,17770,高雄市左營區孟子路515號一樓,"07-9744237, 07-3105707"
全家高雄孟立店,013130,17929,高雄市左營區孟子路109號一樓,"07-9744323, 07-3500492"
全家高雄孟文店,015356,51688,高雄市左營區孟子路365號一樓,"07-9721018, 07-3453208"
全家高雄富華店,014500,54089,高雄市左營區明華一路199號1樓,"07-9743318, 07-5567836"
全家高雄果豐店,016251,18584,高雄市左營區果峰街12巷42號,"07-9744331, 07-5888743"
全家高雄新勝店,015997,51712,高雄市左營區南屏路313號,"07-9721019, 07-5226814"
全家高雄重和店,018702,58702,高雄市左營區重和路191號,"07-9769237, 07-3502958"
全家高雄重愛店,015152,18390,高雄市左營區重愛路208號,"07-9744359, 07-3462436"
全家高雄新海店,017217,54929,高雄市左營區海功路2號1樓,"07-9769981, 07-5882056"
全家高雄左站店,018896,58896,高雄市左營區高雄市左營區站前北路1號,07-5885369
全家高雄市集店,018762,58762,高雄市左營區高鐵路115號,"07-9769913, 07-3506156"
全家高雄富國店,018751,17943,高雄市左營區富國路48號一樓,"07-9769721, 07-5590732"
全家高雄曾德店,016167,53116,高雄市左營區曾子路501號1樓,"07-9741217, 07-3503824"
全家高雄華夏店,018158,17858,高雄市左營區華夏路1168號1樓,"07-9769728, 07-3454328"
全家高雄華山店,015077,19431,高雄市左營區華夏路1761號壹樓,"07-9769725, 07-3418769"
全家高雄新庄店,013953,17278,高雄市左營區新庄仔路700號,"07-9769735, 07-5565745"
全家高雄華珍店,015355,50912,高雄市左營區新莊一路143號,"07-9769727, 07-3412687"
全家高雄佑德店,014850,17712,"高雄市左營區榮佑路67號,69號1樓","07-9744167, 07-3420711"
全家高雄福榮店,016813,54861,高雄市左營區榮總路225號,"07-9769376, 07-3508483"
全家高雄紅樓店,019027,59027,高雄市左營區榮總路522巷19號一樓(配送用),07-3494269
全家仁武五和店,019159,59159,高雄市仁武區八德西路1785號,07-3741557
全家仁武仁龍店,019130,14300,高雄市仁武區仁林路190號壹樓,"07-9769773, 07-3720423"
全家仁武澄合店,018597,17888,高雄市仁武區仁雄路35號一樓,"07-9744207, 07-3740898"
全家仁武大灣店,011952,18029,高雄市仁武區仁雄路92之3號一樓,"07-9769771, 07-3735879"
全家仁武仁德店,018292,18515,高雄市仁武區仁德巷68號,"07-9769772, 07-3732142"
全家仁武仁塑店,016015,54928,高雄市仁武區水管路181號,"07-9766516, 07-3747416"
全家仁武鳳仁店,015136,50420,高雄市仁武區鳳仁路45號,"07-9741911, 07-3741130"
全家仁武澄觀店,013837,18129,高雄市仁武區澄觀路一段1111號,"07-9744393, 07-3724926"
全家大社翠屏店,016110,17269,高雄市大社區中山路350號,"07-9744206, 07-3551977"
全家大社萬津店,018257,58257,高雄市大社區萬金路八號一樓,"07-9721829, 07-3536737"
全家岡山竹東店,016339,54529,高雄市岡山區下竹圍東街167號,"07-9769908, 07-6214752"
全家岡山飛行店,016612,17593,高雄市岡山區久和路1之1號,"07-9744148, 07-6254866"
全家岡山竹圍店,018611,54410,高雄市岡山區中山北路158號1樓＆2樓,"07-9765627, 07-6227977"
全家岡山忠誠店,014758,19188,高雄市岡山區成功路97號一樓,"07-9744146, 07-6217220"
全家岡山平和店,014759,17126,高雄市岡山區岡山路277之1號1樓,"07-9744070, 07-6214732"
全家岡山岡燕店,014135,19007,高雄市岡山區岡燕路289號一至二樓,"07-9744071, 07-6228970"
全家岡山壽峰店,018708,53274,高雄市岡山區前峰路130-4號,"07-9765182, 07-6258232"
全家岡山柳橋店,016908,19186,高雄市岡山區柳橋西路一段27號,"07-9744147, 07-6259480"
全家岡山嘉興店,017616,17252,高雄市岡山區嘉興路374之10號1號,"07-9744149, 07-6211081"
全家路竹一甲店,016526,18461,高雄市路竹區大仁路326號1樓,"07-9744311, 07-6970649"
全家路竹竹東店,014927,54927,高雄市路竹區中山路711號,"07-9766332, 07-6964823"
全家路竹中興店,015447,18766,高雄市路竹區中興路150-4號1樓,"07-9744312, 07-6962607"
全家路竹樹人店,015259,17429,高雄市路竹區21鄰環球路452號,"07-9744315, 07-6074623"
全家阿蓮忠孝店,015677,14325,高雄市阿蓮區忠孝路232號。236號1樓,"07-9744209, 07-6311535"
全家高雄科大店,013172,53172,高雄市燕巢區大學路1號學生活動中心一樓,"07-9743110, 07-6011838"
全家燕巢新民店,017297,19678,高雄市燕巢區中民路535號一樓,"07-9744219, 07-6142940"
全家燕巢安招店,018159,58159,高雄市燕巢區安招路593之1號,"07-9721734, 07-6142800"
全家燕巢興師大店,018659,58659,高雄市燕巢區深中路62號,07-6153818
全家燕巢義大店,015838,50099,高雄市燕巢區義大路8號,"07-6155857, 07-6152029"
全家燕巢義醫店,012770,52770,高雄市燕巢區義大路1號地下一樓,"07-9766497, 07-6156587"
全家橋頭建樹店,017538,17674,"高雄市橋頭區成功北路65,67,69號1樓","07-9744217, 07-6128915"
全家橋頭萬歲店,018410,58410,高雄市橋頭區經武路58號,"07-9769271, 07-6115796"
全家橋頭合興店,016950,56950,高雄市橋頭區樹德路75-8號,"07-9766532, 07-6119030"
全家橋頭糖廠店,017232,19812,高雄市橋頭區糖廠路2-1號一樓,"07-9744218, 07-6118547"
全家梓官光明店,012779,18114,高雄市梓官區光明路125號127號1樓,"07-9744303, 07-6109286"
全家梓官梓興店,014035,54035,高雄市梓官區進學路27號1樓,"07-9766717, 07-6103981"
全家梓官蚵仔寮店,019104,57746,高雄市梓官區漁港二路13號,"07-9769063, 07-6107313"
全家彌陀虱目魚店,018940,52938,高雄市彌陀區中正路50號一樓,"07-9721705, 07-6101475"
全家永安保安店,016821,19201,高雄市永安區保安路130-2號,"07-9744208, 07-6914009"
全家湖內大湖店,014728,17469,高雄市湖內區中山路一段493號,"07-9744213, 07-6930921"
全家湖內中華店,016001,17562,高雄市湖內區中華街251號1樓,"07-9744215, 07-6994234"
全家湖內正億店,011729,18722,高雄市湖內區正義一路210號,"07-9744216, 07-6936985"
全家鳳山三誠店,018385,53403,高雄市鳳山區三誠路99號,"07-9741950, 07-8154389"
全家鳳山東德店,017823,57823,高雄市鳳山區大東二路43之1號,"07-9769065, 07-7196797"
全家鳳山忠義店,014901,17271,"高雄市鳳山區中山西路366,368號","07-9744375, 07-7471958"
全家鳳山埤頂店,013127,18263,高雄市鳳山區中山東路545號一樓,"07-9744378, 07-7021821"
全家鳳山鳳埤店,016690,19097,高雄市鳳山區中山東路292號,"07-9744380, 07-7031187"
全家鳳山鳳翔店,012690,52690,高雄市鳳山區中山東路234巷53號,"07-9743013, 07-7022294"
全家鳳山繁華店,017049,54882,高雄市鳳山區中山路151號壹樓,"07-9769960, 07-7406974"
全家鳳山中崙店,012596,17064,高雄市鳳山區中崙四路1號,"07-9744250, 07-7535784"
全家鳳山光華店,016488,17314,高雄市鳳山區五甲一路149號,"07-9744371, 07-7901684"
全家鳳山甲二店,017502,57502,高雄市鳳山區五甲二路99號,"07-9765209, 07-7685159"
全家鳳山新福店,018019,50703,高雄市鳳山區五福二路115號,"07-9744367, 07-7689717"
全家鳳山天興店,017117,18283,高雄市鳳山區天興街53號,"07-9744319, 07-8230826"
全家鳳山平等店,016048,56048,高雄市鳳山區平等路41-1號,"07-9765539, 07-7408446"
全家鳳山鳳凌店,015076,18090,高雄市鳳山區立志街166號1樓,"07-9744379, 07-7425341"
全家鳳山聖王店,015982,18739,高雄市鳳山區光復路一段52號一樓,"07-9744369, 07-7191152"
全家鳳山興仁店,016211,17494,高雄市鳳山區光華路67號,"07-9744383, 07-7194539"
全家鳳山自強店,017636,17427,"高雄市鳳山區自強二路147號,149號","07-9744373, 07-8314209"
全家鳳山文華店,015719,17166,高雄市鳳山區青年路二段171號,"07-9769799, 07-7805255"
全家鳳山文山店,014551,52136,高雄市鳳山區青年路二段460號一樓,"07-9741240, 07-7778107"
全家鳳山華興店,016557,18488,高雄市鳳山區南華路171號1樓,"07-9744366, 07-7260571"
全家鳳山南華店,017805,56601,高雄市鳳山區南華路83號,"07-9765351, 07-7277379"
全家鳳山善美店,017469,17931,高雄市鳳山區南榮路83號一樓,"07-9744365, 07-7160451"
全家鳳山海洋店,018157,17229,"高雄市鳳山區海洋一路127號,129號","07-9744377, 07-7666342"
全家鳳山興昌店,018722,50467,高雄市鳳山區國光路50號,"07-9744385, 07-7455277"
全家鳳山凱旋店,014465,17048,高雄市鳳山區凱旋路265號,"07-9744252, 07-7636049"
全家鳳山武營店,016239,17677,高雄市鳳山區凱旋路437號1樓,"07-9744376, 07-7671475"
全家鳳山新富店,016338,17069,高雄市鳳山區新富路398號1樓,"07-9741736, 07-7668853"
全家鳳山新強店,015303,18224,高雄市鳳山區新富路210號,"07-9744251, 07-7675827"
全家鳳山瑞興店,017052,17096,高雄市鳳山區瑞興路120號,"07-9744368, 07-7191407"
全家鳳山力行店,018631,18514,高雄市鳳山區經武路316號,"07-9744316, 07-7100523"
全家鳳山誠義店,011945,51945,高雄市鳳山區誠義路119號,"07-9765175, 07-7406564"
全家鳳山頂庄店,013743,53743,高雄市鳳山區過勇路111號,"07-9763905, 07-7925213"
全家鳳山鎮北店,018471,53615,高雄市鳳山區鳳北路63號1樓。2樓,"07-9766106, 07-7337069"
全家鳳山鳳彥店,018201,58201,高雄市鳳山區鳳甲路418號,"07-9721739, 07-7926356"
全家鳳山老爺店,016486,19386,高雄市鳳山區鳳南路19號,"07-9744372, 07-7170515"
全家鳳山教勤店,016369,56256,高雄市鳳山區鳳頂路1000號教勤營大樓,"07-9765575, 07-7408273"
全家鳳山金湯店,016370,56257,高雄市鳳山區鳳頂路1000號105大樓,"07-9765723, 07-7406140"
全家鳳山鳳庄店,018826,58826,高雄市鳳山區鳳頂路181號,"07-9765127, 07-7918768"
全家鳳山五甲店,018612,17211,高雄市鳳山區錦田路193號,"07-9744317, 07-8313940"
全家鳳山濱山店,018866,53489,高雄市鳳山區濱山街15巷2號,"07-9741960, 07-7779419"
全家大發中庄店,015306,18534,高雄市大寮區八德路32號,"07-9741737, 07-7031937"
全家大發開封店,017118,18118,高雄市大寮區大寮路630號632號1樓,"07-9741767, 07-7888382"
全家大發仁忠店,018858,58858,高雄市大寮區仁忠路103號,07-7874328
全家大發仁愛店,014480,51997,高雄市大寮區仁愛路22號,"07-9766746, 07-7012590"
全家大發輔大店,014761,18093,高雄市大寮區進學路151號,"07-7829196, 07-7833608"
全家大發輔大二店,014370,54370,高雄市大寮區進學路151號,07-7826753
全家大發萬翁店,017298,50006,高雄市大寮區萬丹路545號,"07-9741768, 07-7832602"
