店舖名稱,店舖號,服務編號,地址,電話
全家潮州福星店,016111,17656,"屏東縣潮州鎮福星路351,353號1樓","08-8218055, 08-7882133"
全家萬巒豬腳店,017136,57136,"屏東縣萬巒鄉民和路5號一樓,二樓部份","08-8218731, 08-7813228"
全家崁頂文化店,016622,56193,屏東縣崁頂鄉中正路188號,"08-8218612, 08-8635750"
全家新埤屏鵝店,017842,18680,屏東縣新埤鄉新民路3號,"08-8203008, 08-7972105"
全家南州庄頭店,015842,50673,屏東縣南州鄉三民路52之3號,"08-8203006, 08-8642843"
全家南州壽元店,018142,17857,屏東縣南州鄉勝利路5-10號1樓,"08-8203007, 08-8643455"
全家林邊中林店,015903,14688,屏東縣林邊鄉中林路79號,"08-8218077, 08-8750150"
全家琉球白沙店,017329,57329,屏東縣琉球鄉民生路2之6號,08-8611797
全家佳冬廣惠店,017840,18838,屏東縣佳冬鄉中山路112號,"08-8203001, 08-8667881"
全家新園新東店,014383,54151,屏東縣新園鄉新東路1號,"08-8218659, 08-8683432"
全家新園興隆店,016166,18559,屏東縣新園鄉鹽埔村鹽龍路158號。160號,"08-8203009, 08-8325028"
全家枋寮北店,017300,57300,屏東縣枋寮鄉中山路二段180號,"08-8218045, 08-8716692"
全家枋寮大嚮店,017283,57283,屏東縣枋寮鄉中山路三段39號及其停車場,"08-8218024, 08-8713070"
全家枋寮建興店,016016,18658,屏東縣枋寮鄉建興路246號,"08-8218081, 08-8712053"
全家枋寮隆山店,018723,19835,屏東縣枋寮鄉隆山路80號,"08-8218082, 08-8787017"
全家枋寮臨海店,015400,55400,屏東縣枋寮鄉臨海路二段89號,08-8660321
全家枋山觀海店,016279,17559,屏東縣枋山鄉南和路80號,"08-8218565, 08-8761895"
全家車城風車店,016869,19283,屏東縣車城鄉中山路2-1號,"08-8218695, 08-8825476"
全家恆春麗園店,018920,19236,屏東縣恆春鎮中正路128號,"08-8218085, 08-8880643"
全家恆春北恆店,018121,17482,屏東縣恆春鎮省北路37號,"08-8218083, 08-8880565"
全家墾丁海洋店,019125,58202,屏東縣恆春鎮墾丁路115號1樓部分面積,"08-8219013, 08-8861656"
全家墾丁大街店,018221,58221,屏東縣恆春鎮墾丁路148號,"08-8219012, 08-8861658"
全家滿州豐盈店,019092,59092,屏東縣滿州鄉中山路30號(配送用),08-8802383
