店舖名稱,店舖號,服務編號,地址,電話
全家板橋民族店,018267,12383,新北市板橋區民族路61號,"02-77096156, 02-89510850"
全家板橋民安店,016928,51142,新北市板橋區民權路202巷7弄2-4號1樓,"02-77096157, 02-29667664"
全家板橋聯翠店,016221,51998,新北市板橋區光武街22號壹樓,"02-77136195, 02-22559113"
全家板橋宜宅店,019169,57479,新北市板橋區合宜路129號1樓,"02-77462562, 02-29600030"
全家板橋祝山店,017800,19217,新北市板橋區吳鳳路21巷2號1樓,"02-77096162, 02-22554105"
全家板橋和平店,016441,19426,新北市板橋區和平路100號,"02-77096163, 02-29535609"
全家板橋板農店,002816,12816,新北市板橋區府中路29—1號1樓,"02-77096166, 02-22723346"
全家板橋大東店,014811,50303,新北市板橋區府中路127號1樓,"02-77096165, 02-89698004"
全家板橋大隆店,018096,12968,新北市板橋區忠孝路50號一樓,"02-77096302, 02-29533231"
全家板橋中勝店,015125,16637,新北市板橋區林園街2號,"02-77096170, 02-22724924"
全家板橋板長店,016440,14462,新北市板橋區板新路97＆99號1樓,"02-77096169, 02-29545602"
全家板橋傑仕堡店,018349,58349,新北市板橋區文化路一段188巷57號1樓(配送用),"02-77286803, 02-22540391"
全家板橋金市店,019067,59067,新北市板橋區金門街86號1樓(如附圖),02-26757155
全家板橋新雅店,015046,54736,新北市板橋區南雅東路8號(代表號)1樓,"02-77293622, 02-29655750"
全家板橋松翠店,018966,58966,新北市板橋區松江街25號1樓,02-22542581
全家板橋松柏店,015142,11830,新北市板橋區松柏街13號,"02-77096168, 02-82520901"
全家板橋金鑽店,011788,12306,新北市板橋區金門街29號,"02-77096488, 02-26750923"
全家板橋公園店,014085,16452,新北市板橋區金門街206＆208號1樓,"02-77096489, 02-26753572"
全家板橋金成店,015351,51401,新北市板橋區金門街313號1樓,"02-77096490, 02-26855676"
全家板橋白金店,017849,57849,新北市板橋區金門街366號1樓,"02-77463785, 02-26855960"
全家板橋美華店,017911,53042,新北市板橋區金華街10巷48弄78號1樓,"02-77301649, 02-29657713"
全家板橋安東店,016505,19075,新北市板橋區長安街138巷1弄50號1樓,"02-77096171, 02-29514997"
全家板橋西安店,014045,50909,新北市板橋區長安街295號1樓,"02-77096172, 02-29513527"
全家板橋永安店,016536,56536,新北市板橋區長安街331巷94號1樓,"02-77463573, 02-29645603"
全家板橋富安店,013294,53294,新北市板橋區長江路一段100號1樓,"02-77463283, 02-82571724"
全家板橋漢江店,016640,56640,新北市板橋區長江路二段120號1樓,"02-77464388, 02-22593499"
全家板橋江北店,019088,59088,新北市板橋區長江路二段313號1樓,02-82570100
全家板橋信陽店,012606,15970,新北市板橋區信義路72號一樓,"02-77096176, 02-29506920"
全家板橋干城店,017935,56543,新北市板橋區信義路243號1樓,"02-77463773, 02-29644958"
全家板橋信義店,018838,58838,新北市板橋區信義路71號1樓,"02-77309052, 02-29536686"
全家板橋大雅店,017478,57478,新北市板橋區南雅南路二段5號1樓,"02-77462351, 02-29649724"
全家板橋英仕店,015909,55909,新北市板橋區英士路54號1樓,"02-77397569, 02-22599823"
全家板橋新慶店,014306,18966,新北市板橋區重慶路60-1號1樓＆地下室,"02-77096180, 02-29511914"
全家板橋板慶店,017433,51081,新北市板橋區重慶路290巷3號1樓,"02-77096179, 02-89539805"
全家板橋慶豐店,014925,54925,新北市板橋區重慶路278號1樓,"02-77294266, 02-89535147"
全家板橋擎天店,018220,58220,新北市板橋區重慶路243號1樓,"02-77463007, 02-29558982"
全家板橋運山店,015143,16384,新北市板橋區海山路33號,"02-77096181, 02-89647745"
全家板橋國泰店,016122,18756,新北市板橋區國泰街37號1樓,"02-77096182, 02-29596571"
全家板橋莒光店,013712,10753,"新北市板橋區莒光路225,227號","02-77095693, 02-22593060"
全家板橋莒安店,012836,11889,新北市板橋區莒光路131號,"02-77095748, 02-82536711"
全家板橋益豐店,017225,54431,新北市板橋區莒光路36號1樓,"02-77464133, 02-22577224"
全家板橋萬板店,015192,55192,新北市板橋區莊敬路220巷1號1樓,"02-77464129, 02-22546290"
全家板橋富陽店,012976,15616,新北市板橋區復興街130號一樓,"02-77096300, 02-29689648"
全家板橋華興店,017432,10019,"新北市板橋區華興街41,43號","02-77096187, 02-29524563"
全家板橋華雅店,016537,56537,新北市板橋區華興街90號,"02-77463575, 02-29551279"
全家板橋貴興店,018555,58555,新北市板橋區貴興路49-1號1樓,"02-77136349, 02-29597811"
全家板橋華陽店,018488,15566,"新北市板橋區陽明街88,90號一樓","02-77096188, 02-22585156"
全家板橋板民店,015440,14454,新北市板橋區新民街39號1樓,"02-77096189, 02-29545946"
全家板橋甫華店,015612,15373,新北市板橋區新生街27號1樓,"02-77096190, 02-89659345"
全家板橋富貴店,014783,10718,"新北市板橋區新海路462,464,466號1樓","02-77096193, 02-22599157"
全家板橋新農店,018863,10841,"新北市板橋區新海路328,330號1樓","02-77096192, 02-22538884"
全家板橋欣興店,018911,54171,新北市板橋區新興路1號1樓,"02-77301210, 02-29654269"
全家板橋溪崑店,014890,12817,"新北市板橋區溪崑二街134,136,138號1樓","02-77136509, 02-26876563"
全家板橋千甲店,014425,15960,新北市板橋區溪崑二街26號一樓,"02-77096491, 02-26758509"
全家板橋裕盛店,013673,11791,新北市板橋區裕民街95號,"02-77095750, 02-22567681"
全家板橋富裕店,017950,57950,新北市板橋區裕民街11號1樓,"02-77462477, 02-82529995"
全家板橋僑一店,017023,19427,新北市板橋區僑中一街124巷9弄1號,"02-77096197, 02-29679685"
全家板橋興僑店,016422,51949,新北市板橋區僑中一街90號1樓,"02-77292885, 02-89697997"
全家板橋僑二店,013816,52946,新北市板橋區僑中二街116巷1號1樓,"02-77463103, 02-89699174"
全家板橋國民店,014543,14465,新北市板橋區實踐路132號1樓,"02-77096199, 02-29572609"
全家板橋新都店,015357,55357,新北市板橋區漢生東路159號1樓,"02-77300907, 02-29649535"
全家板橋廣和店,018279,16066,新北市板橋區廣和街79號1樓,"02-77096303, 02-89518657"
全家板橋宜居店,017951,57951,新北市板橋區樂群路158號1樓,"02-77462596, 02-89697435"
全家板橋堂春店,013691,14317,新北市板橋區篤行路三段1號1樓,"02-77096493, 02-26835266"
全家板橋雙城店,018268,14459,新北市板橋區縣民大道二段106號1樓,"02-77096305, 02-29544584"
全家板橋雙子店,017113,54922,新北市板橋區縣民大道二段66號1樓,"02-77293618, 02-29649816"
全家板橋北站店,018565,58565,新北市板橋區縣民大道二段7號,"02-77136634, 02-29657973"
全家板橋東站店,018566,58566,新北市板橋區縣民大道二段7號,"02-77137211, 02-29650450"
全家板橋車站店,018691,58691,新北市板橋區縣民大道二段7號B1,"02-77287120, 02-89693201"
全家板橋館西店,013552,50787,新北市板橋區館前西路128號,"02-77096306, 02-29655570"
全家板橋聚星店,018525,52992,"新北市板橋區館前西路4號,4-1號1樓","02-77302558, 02-29539549"
全家板橋新泉店,015271,51335,新北市板橋區龍泉街126號,"02-82573290, 02-82573744"
全家板橋美堤店,017227,12964,新北市板橋區龍興街71巷1號1樓,"02-77096308, 02-29682151"
全家板橋雙十店,013385,10036,"新北市板橋區雙十路二段6—8號,6—9號,6—10","02-77096309, 02-22546231"
全家板橋華江店,012072,10176,新北市板橋區雙十路三段54號,"02-77095749, 02-22554256"
全家板橋江翠店,017065,10685,新北市板橋區懷德街127巷1號及3號1F,"02-77096311, 02-22525104"
全家板橋懷聖店,016423,18653,新北市板橋區懷德街201巷2號,"02-77096312, 02-22505214"
全家板橋新翠店,018350,53191,新北市板橋區懷德街127巷23弄7號1樓,"02-77462478, 02-22544470"
全家汐止力行店,012879,11666,新北市汐止區力行街1號,"02-77230686, 02-26401386"
全家汐止茂盛店,017139,57139,新北市汐止區大同路一段225號壹樓,"02-77294491, 02-26413633"
全家汐止龍安店,016735,11124,新北市汐止區大同路二段184巷11號,"02-77230688, 02-26490723"
全家汐止宏國店,015955,14405,新北市汐止區大同路二段283號,"02-77230687, 02-86923110"
全家汐止智興店,016460,56299,新北市汐止區大同路二段200號,"02-77463175, 02-26490742"
全家汐止大同店,014301,10475,"新北市汐止區大同路三段269,271號","02-77230690, 02-86486545"
全家汐止經貿店,018247,19770,新北市汐止區大同路三段190號壹樓部份,"02-77230689, 02-86473139"
全家汐止摩天店,018145,52270,新北市汐止區大同路三段611之3號壹樓,"02-77179068, 02-26905548"
全家汐止農會店,017700,12725,新北市汐止區中正路106號1樓,"02-77230691, 02-86916715"
全家汐止興中店,013935,53674,新北市汐止區中興路158號,"02-77463865, 02-86933681"
全家汐止福全店,014806,18935,新北市汐止區仁愛路149號,"02-77230692, 02-26479466"
全家汐止桂冠店,012878,11238,新北市汐止區水源路二段34號,"02-77230693, 02-26474855"
全家汐止建泰店,018392,18754,新北市汐止區建成路59巷2號(國泰醫院汐止院區),"02-26903424, 02-26902115"
全家汐止汐旺店,017961,51168,新北市汐止區汐萬路一段343巷33號,"02-77230695, 02-26464086"
全家汐止伯爵店,016528,19026,新北市汐止區伯爵街52巷1號壹樓部份,"02-77230696, 02-26474757"
全家汐止和平店,018090,53124,新北市汐止區和平街48號,"02-77462139, 02-26439807"
全家汐止宜興店,018362,11610,新北市汐止區宜興街12號,"02-77230697, 02-26606803"
全家汐止新忠孝店,016496,14186,新北市汐止區忠孝東路258號,"02-77230699, 02-26919701"
全家汐止秀峰店,018246,14430,新北市汐止區忠孝東路228號,"02-77230698, 02-26919425"
全家汐止橋東店,016049,50079,新北市汐止區忠孝東路402號,"02-77230700, 02-86475279"
全家汐止鑫峰店,018143,51476,新北市汐止區明峰街162號,"02-77137255, 02-26953467"
全家汐止保興店,018582,56132,新北市汐止區保一街39號,"02-77337813, 02-86489793"
全家汐止站前店,014205,14552,新北市汐止區南昌街16號,"02-77230701, 02-86923096"
全家汐止建安店,015041,16907,"新北市汐止區建成路59巷9號,15號","02-77230702, 02-26418761"
全家汐止日月光店,018859,14213,"新北市汐止區康寧街747號,749號",02-26486322
全家汐止康寧店,010629,15173,新北市汐止區康寧街169巷23號1樓,"02-77230705, 02-26959946"
全家汐止鑫湖店,018035,58035,新北市汐止區康寧街141巷18號,"02-77301971, 02-26922499"
全家汐止祥雲店,014105,18775,新北市汐止區祥雲街1號壹樓部份,"02-77230706, 02-26462022"
全家汐止莊敬店,018479,10738,新北市汐止區莊敬街139號,"02-77230708, 02-26435764"
全家汐止興莊店,015249,19197,新北市汐止區莊敬街32號壹樓全部,"02-77230709, 02-86424336"
全家汐止新水蓮店,016217,18671,新北市汐止區湖前街110巷97弄24號B1之1之2,"02-86429384, 02-26909465"
全家汐止鄉長店,016026,50172,新北市汐止區鄉長路一段27號壹樓及貳樓,"02-77230710, 02-26919409"
全家汐止亞太二店,012413,14504,"新北市汐止區新台五路一段82至116號,Ｄ8—2號","02-26960487, 02-26960486"
全家汐止青山店,018583,11993,新北市汐止區新台五路一段212號；212之1號,"02-77230712, 02-26489817"
全家汐止亞太店,012998,14500,新北市汐止區新台五路一段96號Ｃ棟,"02-86961238, 02-26969769"
全家汐止連新店,018092,19198,新北市汐止區新台五路一段151號壹樓及地下室,"02-77230711, 02-26919772"
全家汐止遠雄店,013826,53826,新北市汐止區新台五路一段93號B1樓B11300號,"02-77463861, 02-26971106"
全家汐止遠雄二店,018335,58335,新北市汐止區新台五路一段99號B1樓,"02-77286790, 02-26975513"
全家汐止新興店,014220,14412,新北市汐止區新興路21及23號,"02-77230713, 02-26919264"
全家汐止福旺店,017788,51485,新北市汐止區福德一路109號,"02-77137254, 02-86933934"
全家汐止興福店,018203,11402,新北市汐止區福德二路134號,"02-77230715, 02-86932048"
全家汐止長虹店,016025,50487,新北市汐止區福德二路81-1號,"02-77231502, 02-26948906"
全家汐止樟興店,017988,11581,"新北市汐止區樟樹一路16號,18號","02-77231505, 02-26904033"
全家汐止樟中店,018981,12593,新北市汐止區樟樹一路127號1樓,"02-77231503, 02-86425058"
全家汐止樟福店,018614,14407,新北市汐止區樟樹一路220號,"02-77231506, 02-86923181"
全家汐止新樹店,015754,52017,新北市汐止區樟樹二路273號,"02-77092139, 02-26487704"
全家深坑金典店,018104,52806,新北市深坑區北深路二段77號,"02-77289994, 02-26624307"
全家深坑北深店,014888,16740,新北市深坑區北深路三段179號,"02-77136338, 02-26644845"
全家深坑北福店,015531,55531,新北市深坑區北深路三段239號,"02-77397335, 02-26629753"
全家深坑埔新店,016992,16032,新北市深坑區埔新街93號1樓,"02-77136339, 02-26641876"
全家石碇國道店,018146,56572,新北市石碇區文山路一段6號,"02-77462702, 02-26633428"
全家石碇雙溪店,017288,19022,新北市石碇區隆盛里雙溪58號,"02-77136336, 02-26633324"
全家瑞芳龍川店,014515,14696,新北市瑞芳區一坑路11之1號,"02-77231512, 02-24061884"
全家瑞芳傑魚坑店,017772,18972,新北市瑞芳區傑魚坑路62號,"02-77231513, 02-24969517"
全家瑞芳黃金店,019156,59156,新北市瑞芳區金光路36號1樓(部份),02-24962382
全家九份觀景店,019050,53604,新北市瑞芳區輕便路43號4樓,"02-77462348, 02-24969045"
全家平溪平安店,016320,52037,新北市平溪區石底街53號,"02-77464306, 02-24951706"
全家平溪十分店,018372,58161,新北市平溪區靜安路三段331號,"02-77286549, 02-24959087"
全家貢寮澳底一店,018537,12761,"新北市貢寮區大澳街1之1,3號1樓","02-77231511, 02-24903521"
全家鑫福隆店,018411,58411,"新北市貢寮區興隆街22號1,2樓","02-77134022, 02-24992209"
全家新店慶民店,015483,11954,新北市新店區二十張路3號,"02-77231523, 02-89193666"
全家新店三福店,013815,50508,新北市新店區三民路77號,"02-77231525, 02-29188975"
全家新店新中央店,017773,19309,新北市新店區中央路63號,"02-77231528, 02-22197580"
全家新店福民店,013020,50170,新北市新店區中央路145號,"02-77231527, 02-22194351"
全家新店大鵬店,012877,50005,新北市新店區中正路698號,"02-77231532, 02-22184729"
全家新店中欣店,013251,52259,新北市新店區中正路3號,"02-77179069, 02-29156887"
全家新店莊敬店,014690,53264,新北市新店區中正路523號,"02-77463371, 02-82193280"
全家新店新百合店,015406,54168,新北市新店區中正路404號,"02-77304063, 02-22199017"
全家新店正中店,018091,55395,新北市新店區中正路366號,"02-77302678, 02-22195702"
全家新店正民店,018839,55747,新北市新店區中正路224號,"02-77397355, 02-29137185"
全家新店五豐店,016352,56352,新北市新店區中正路59號,"02-77463250, 02-89145746"
全家新店中盛店,017303,56910,新北市新店區中正路493-2號1樓,"02-77462125, 02-86673532"
全家新店中華店,015122,10872,新北市新店區中華路50號,"02-77231533, 02-86658913"
全家新店新寶安店,018051,19669,新北市新店區中興路三段209號,"02-77231536, 02-29157211"
全家新店富強店,013061,51486,新北市新店區中興路三段156號,"02-77137256, 02-89145943"
全家新店新文強店,016113,56113,新北市新店區文化路17號,"02-77463171, 02-29107458"
全家新店站前店,015727,50032,新北市新店區北宜路一段6號,"02-77231538, 02-29147259"
全家新店長春店,015893,12900,新北市新店區北宜路二段149號1樓,"02-77231539, 02-82171585"
全家新店美譚店,018770,19177,新北市新店區北宜路二段419號,"02-77231550, 02-22171398"
全家新店北宜店,019032,59032,"新北市新店區北宜路二段18號1樓,地下室",02-22171961
全家新店忠誠店,014840,11829,新北市新店區北新路二段119號1樓,"02-77231551, 02-29158815"
全家新店七張站店,017307,52045,新北市新店區北新路二段150-1號,"02-77295419, 02-86657572"
全家新店民德店,010926,50418,新北市新店區民族路6號,"02-77231553, 02-89113923"
全家新店新民族店,016232,52420,"新北市新店區民族路97號1樓,地下室","02-77136828, 02-29137896"
全家新店寶元店,018645,11135,新北市新店區民權路19號,"02-77230500, 02-29156106"
全家新店民權店,015042,14150,新北市新店區民權路105號1樓,"02-77231556, 02-86673437"
全家新店民佳店,015726,14266,新北市新店區民權路72號,"02-77231558, 02-86658005"
全家新店復興店,018336,58336,新北市新店區民權路132號1樓,"02-77286791, 02-22184982"
全家新店安和店,015562,10557,新北市新店區永平街89號1樓,"02-77096317, 02-29475039"
全家新店皇家店,018995,15729,新北市新店區永平街27號一樓,"02-77096316, 02-29499704"
全家新店新和店,012128,51955,新北市新店區永安街81號1樓,"02-77137797, 02-29413706"
全家新店永業店,017701,10930,新北市新店區永業路81巷1弄1號,"02-77096319, 02-29131378"
全家新店光明店,015565,12298,新北市新店區7鄰光明街136號1樓,"02-77231563, 02-86654542"
全家新店光盛店,017925,57925,新北市新店區光明街181號1樓,"02-77462476, 02-89147282"
全家新店如意店,014071,14456,新北市新店區如意街29號1樓,"02-77096320, 02-22101261"
全家新店安民店,016629,12773,新北市新店區安民街1號1樓,"02-77096322, 02-86662484"
全家新店安順店,016968,52687,新北市新店區安民街192號1樓,"02-77231036, 02-22121274"
全家新店陽光店,016527,15247,新北市新店區安忠路57巷10號1樓,"02-77096478, 02-86665549"
全家新店景大店,017650,53694,新北市新店區安忠路99號B2,"02-77463881, 02-22123186"
全家新店德安店,017097,11434,新北市新店區安康路二段303號,"02-77096581, 02-86663307"
全家新店永安店,017930,12677,新北市新店區安康路二段157號,"02-77096580, 02-86661942"
全家新店城泰店,016027,14158,新北市新店區安康路三段311號1樓,"02-77096582, 02-22143601"
全家新店康橋店,017396,16344,"新北市新店區安康路三段738號,740號1樓","02-77096579, 02-22140466"
全家新店香坡店,018502,11969,"新北市新店區安祥路113號,115號","02-77096585, 02-22005350"
全家新店襄陽店,016835,16865,新北市新店區安祥路104-10號,"02-77096583, 02-82151522"
全家新店康德店,017527,16432,"新北市新店區安德街71巷2號,4號1樓","02-77096587, 02-22121574"
全家新店德順店,018022,19853,新北市新店區安德街120巷6號,"02-77096586, 02-22121692"
全家新店健民店,014698,52504,新北市新店區明德路69巷28號,"02-77136357, 02-29162699"
全家新店玫瑰店,013159,14138,新北市新店區玫瑰路58巷1號1樓,"02-77096589, 02-22103956"
全家新店新陽店,012473,15728,新北市新店區花園一路一段2號一樓,"02-77096590, 02-26669640"
全家新店江陵店,016583,10294,新北市新店區建國路219號,"02-77231560, 02-22190529"
全家新店慈濟店,017776,11121,新北市新店區建國路289號B1慈濟醫院大愛美食坊,"02-82192787, 02-82192878"
全家新店金采店,011778,51778,新北市新店區北新路三段213號旁壹樓部份(如附圖),"02-77294183, 02-89146548"
全家新店龜山店,012835,52617,新北市新店區新烏路三段144號1樓,"02-77231647, 02-26666253"
全家新店溪園店,014692,10134,新北市新店區溪園路389號一樓,"02-77095752, 02-82189189"
全家新店鑫泉店,015316,19478,新北市新店區溪園路401號,"02-77231562, 02-86677615"
全家新店僑信店,017862,53219,新北市新店區僑信路20號1樓,"02-77462473, 02-22143950"
全家新店德正店,013151,11827,新北市新店區德正街27巷1號,"02-77231565, 02-29126411"
全家新店寶中店,017775,10494,新北市新店區寶中路77號,"02-77231566, 02-29117614"
全家新店橋興店,015043,14433,新北市新店區寶橋路235巷129號,"02-77136320, 02-89192388"
全家新店寶興店,015085,15723,新北市新店區寶橋路80號一樓,"02-77231567, 02-86654892"
全家新店新寶工店,015825,51541,新北市新店區寶橋路235巷8號,"02-77137257, 02-89145941"
全家新店新寶橋店,016969,54983,"新北市新店區寶橋路51號1,2樓","02-77292035, 02-29122431"
全家新店富橋店,017926,57926,新北市新店區寶橋路194號1樓,"02-77462546, 02-29116281"
全家新店福興店,017173,14425,新北市新店區寶興路43號,"02-77136323, 02-29184961"
全家新店統寶店,015188,55188,新北市新店區寶興路47號,"02-77463081, 02-89147339"
全家坪林順益店,016050,19023,新北市坪林區水柳腳路133號,"02-77136337, 02-26657521"
全家烏來溫泉店,015637,51815,新北市烏來區烏來街79號1樓,"02-77294563, 02-26618084"
全家烏來烏萊店,014579,54407,新北市烏來區環山路62號1樓,"02-77464131, 02-26617682"
全家永和新樂新店,016198,55532,新北市永和區大新街3號1樓,"02-77397332, 02-86607125"
全家永和大福店,014886,12962,"新北市永和區中正路608,610,610之1號","02-77095962, 02-29254322"
全家永和正新店,016358,50938,新北市永和區中正路278號1樓,"02-77095961, 02-29464214"
全家永和正得店,016282,56282,新北市永和區中正路342號一樓,"02-77463256, 02-29200317"
全家永和耕莘店,019138,14542,新北市永和區中興街95號1樓,"02-77095963, 02-29240539"
全家永和鼎豐店,014877,54877,新北市永和區中興街7號1樓,"02-77293567, 02-29200709"
全家永和仁和店,016796,11302,新北市永和區仁愛路33號,"02-77095966, 02-32330262"
全家永和新仁店,017056,51216,"新北市永和區仁愛路352巷94號,96號","02-77095960, 02-86602630"
全家永和新仁愛店,015290,55290,新北市永和區仁愛路103號1樓,"02-77301078, 02-86609734"
全家永和文化店,019136,10863,"新北市永和區文化路18,20,22號1樓","02-77095967, 02-86604492"
全家永和維源店,013832,16612,新北市永和區水源街39巷2號,"02-77095968, 02-89230231"
全家永和教室店,015942,55942,新北市永和區民生路65號1樓及地下室,"02-77397573, 02-89418262"
全家永和民有店,017795,50091,新北市永和區民有街73號1樓,"02-77096012, 02-89434344"
全家永和國艷店,018262,12984,新北市永和區民樂街39巷2號1樓,"02-77096013, 02-29232783"
全家永和騎士店,011177,15213,新北市永和區民權路53號1樓,"02-77096015, 02-89433594"
全家永和永平店,015633,10883,新北市永和區永平路232號,"02-77096016, 02-86603548"
全家永和永亨店,018717,14553,"新北市永和區永亨路62號,64號,66號1樓","02-77096017, 02-29208853"
全家永和永福店,017534,10077,新北市永和區永和路一段93號,"02-77096018, 02-29234354"
全家永和永復店,013650,53481,新北市永和區永和路二段316號1樓,"02-77302376, 02-29286095"
全家永和保平店,014237,11918,"新北市永和區永貞路354號,356號","02-77096019, 02-89231532"
全家永和保安店,010855,50490,新北市永和區永貞路387號,"02-77096020, 02-29207792"
全家永和秀成店,012475,11172,"新北市永和區成功路一段137,139號","02-77096022, 02-29215822"
全家永和田單店,015822,14397,新北市永和區成功路二段157號1樓,"02-77096023, 02-29432844"
全家永和永林店,016658,11735,新北市永和區竹林路37號,"02-77096027, 02-89274417"
全家永和御林店,017405,15150,新北市永和區竹林路213巷44號1樓,"02-77096026, 02-89250327"
全家永和竹勝店,019128,59128,新北市永和區竹林路215號1樓,02-89258511
全家永和復興店,013716,10684,新北市永和區秀朗路一段186號1F,"02-77096028, 02-29254364"
全家永和秀和店,017102,11235,"新北市永和區秀朗路一段76,78號","02-77096029, 02-29280903"
全家永和羅鄰店,013578,16670,新北市永和區保平路268巷25號1樓,"02-77096031, 02-29293596"
全家永和樂華店,016051,50270,新北市永和區保平路18巷12號1樓,"02-77096030, 02-29264823"
全家永和仁保店,017697,53293,新北市永和區保福路二段103號1樓,"02-77463276, 02-29285824"
全家永和國和店,016708,19622,新北市永和區國中路86巷2號,"02-77096033, 02-29281175"
全家永和得和店,014466,10136,新北市永和區得和路372號,"02-77096035, 02-29416037"
全家永和得元店,017152,19773,新北市永和區得和路373巷29號,"02-77096036, 02-29265391"
全家永和頂溪店,015790,12089,新北市永和區復興街3號,"02-77096038, 02-29262511"
全家永和福和店,018375,11693,"新北市永和區福和路173,175號","02-77096039, 02-29213528"
全家永和新廷店,018482,52447,新北市永和區福和路320號1樓,"02-77134956, 02-29203971"
全家永和新富店,018883,53482,新北市永和區福和路57巷14弄2號1樓,"02-77301156, 02-89215154"
全家永和水悅店,017055,50121,"新北市永和區環河西路一段83號1,2樓","02-77096040, 02-29267011"
