店舖名稱,店舖號,服務編號,地址,電話
全家平鎮新德店,018234,16610,桃園市平鎮區振興西路138號1樓,"03-2750940, 03-4936884"
全家平鎮新明店,017721,57721,桃園市平鎮區民族路135號壹樓(如附圖所示),"03-2753148, 03-4952141"
全家平鎮彩虹店,016156,52743,桃園市平鎮區延平路二段341號一樓(前段約18坪),"03-2755027, 03-4028491"
全家平鎮義廣店,017260,50045,桃園市平鎮區廣明路59號,"03-2750942, 03-4931243"
全家平鎮廣泰店,016849,12228,桃園市平鎮區廣泰路112號1樓,"03-2750705, 03-4931983"
全家平鎮廣南店,012916,15339,桃園市平鎮區環南路二段37號1樓,"03-2750703, 03-4024499"
全家平鎮德育店,018649,11313,桃園市平鎮區環南路三段93號,"03-2750706, 03-4589131"
全家龍潭龍昌店,018099,18880,桃園市龍潭區大昌路二段80號,"03-2750727, 03-4797183"
全家龍潭五福店,015096,14206,桃園市龍潭區中正路187之9號,"03-2750723, 03-4807507"
全家龍潭興龍店,016098,16130,桃園市龍潭區中正路148號,"03-2750726, 03-4809934"
全家龍潭陸軍店,015011,53714,桃園市龍潭區中正路三林段81號崑崙樓一樓,03-4705634
全家龍潭高原店,018183,58048,桃園市龍潭區中原路三段15號,"03-2712282, 03-4717489"
全家龍潭中興店,012693,10599,桃園市龍潭區中興村中興路65號1樓,"03-2750722, 03-4990684"
全家龍潭陸醫店,017181,52812,桃園市龍潭區中興路168號1樓,"03-4096623, 03-4096642"
全家龍潭武漢店,012989,52989,桃園市龍潭區中興路334號1樓,"03-2713692, 03-4798052"
全家龍潭兄弟店,012193,18675,桃園市龍潭區民生路10號,"03-2750699, 03-4092818"
全家龍潭百年店,018185,19606,桃園市龍潭區百年路19號,"03-2750725, 03-4097375"
全家龍潭龍聖店,012510,16887,桃園市龍潭區梅龍路189號1樓,"03-2750728, 03-4096182"
全家楊梅三民店,014582,12844,桃園市楊梅區三民路二段96巷2號一樓,"03-2750708, 03-4314516"
全家楊梅金立店,019002,59002,"桃園市楊梅區中山北路一段186號壹樓,地下室",03-3834873
全家楊梅楊光店,014343,19109,桃園市楊梅區中山北路二段48之1號1樓,"03-2750718, 03-4827453"
全家楊梅富岡店,016713,12922,"桃園市楊梅區中正路95,97號1樓","03-2750716, 03-2821711"
全家楊梅晟熙店,018541,53948,桃園市楊梅區中興路42號1樓,"03-2751703, 03-4311570"
全家楊梅四維店,018209,52886,桃園市楊梅區文化街263號1樓,"03-2751683, 03-4828986"
全家楊梅埔心店,014777,10380,桃園市楊梅區永美路210號,"03-2750715, 03-4315180"
全家楊梅永美店,016096,50096,桃園市楊梅區永美路393-1號1F,"03-2750712, 03-4825087"
全家楊梅青城店,016079,53349,桃園市楊梅區青山五街26號1樓與地下1樓,"03-2750487, 03-4963453"
全家楊梅瑞梅店,010315,18807,桃園市楊梅區梅獅路二段69之1號,"03-2750720, 03-4312535"
全家楊梅瑞平店,012628,51737,桃園市楊梅區梅獅路二段168號1樓,"03-2751250, 03-4317536"
全家楊梅新成店,014650,11075,桃園市楊梅區新成路171號,"03-2750717, 03-4855816"
全家楊梅金山店,016197,56197,桃園市楊梅區新農街606號1樓,"03-2751483, 03-4750721"
全家楊梅車站店,018623,55987,桃園市楊梅區楊新路65號壹樓,"03-2751230, 03-4757495"
全家楊梅幼獅店,019059,12521,桃園市楊梅區獅一路1之6號,"03-2750710, 03-4965695"
全家楊梅瑞溪店,018083,55032,桃園市楊梅區瑞溪路一段129號,"03-2750167, 03-4313895"
全家楊梅北都店,011759,15298,桃園市楊梅區裕成南路332號一樓,"03-2750709, 03-4314050"
全家楊梅民族店,011883,15896,桃園市楊梅區電研路250巷1號1樓,"03-2750711, 03-4207805"
全家新屋車站店,014342,54342,桃園市新屋區中山路361號1樓,"03-2751033, 03-4770006"
全家新屋清華店,016827,56827,桃園市新屋區中華路614號,"03-2753371, 03-4970524"
全家新屋富榮店,019011,53354,桃園市新屋區新榮路206號,"03-2753630, 03-4904523"
全家新屋醫院店,018735,58735,桃園市新屋區新福二路6號1樓,03-4770939
全家觀音大觀店,016971,16393,桃園市觀音區保障村大觀路一段345號,"03-2750670, 03-4761360"
全家觀音草漯店,017348,57348,桃園市觀音區大觀路二段190-7號,"03-2751849, 03-4830671"
全家觀音新坡店,015813,55813,桃園市觀音區中山路二段673號1＆2樓,"03-2751187, 03-2825391"
全家觀音敬業店,015490,15308,"桃園市觀音區成功路一段551,553,555號1樓","03-2750673, 03-4160058"
全家觀音成功店,018462,11559,桃園市觀音區成功路二段829號,"03-2750671, 03-4831031"
全家觀音忠愛店,016286,12182,桃園市觀音區忠愛路1號,"03-2750672, 03-4989002"
全家觀音商城店,016021,56021,桃園市觀音區建國路172號,"03-2751379, 03-4834435"
全家桃園力行店,016946,56946,桃園市桃園區力行路194號1樓,"03-2753631, 03-3321461"
全家桃園向陽店,018763,58763,桃園市桃園區力行路335號1樓,"03-2750693, 03-3388086"
全家桃園宏海店,018777,14483,桃園市桃園區上海路100號,"03-2750532, 03-2173319"
全家桃園車站店,017868,11126,桃園市桃園區大同路28號1樓,"03-2750535, 03-3317405"
全家桃園冠倫店,017411,11141,桃園市桃園區大有路554號,"03-2750541, 03-3562892"
全家桃園後站店,017375,10622,桃園市桃園區大林路71號1F,"03-2750547, 03-3642526"
全家桃園大業店,018943,12406,"桃園市桃園區大業路一段137,139號","03-2727489, 03-3170925"
全家桃園元富店,013051,16315,"桃園市桃園區大業路一段46號,48號1樓","03-2750519, 03-3355731"
全家桃園帝國店,018342,58342,桃園市桃園區大興西路一段208號,"03-2713545, 03-3588900"
全家桃園御賞店,018007,12967,桃園市桃園區大興西路二段128號1樓,"03-2751826, 03-2161611"
全家桃園鶴岡店,018186,14697,桃園市桃園區大興西路二段139巷77號,"03-2750577, 03-2160572"
全家桃園大豐店,011772,12541,桃園市桃園區大豐路102號1樓,"03-2750423, 03-3642026"
全家桃園朝陽店,013799,11529,桃園市桃園區中山東路17號,"03-2750558, 03-3381667"
全家桃園國陽店,014546,14159,"桃園市桃園區中山東路32之21號1樓,B1","03-2750551, 03-3377356"
全家桃園中山店,012707,10797,桃園市桃園區中山路505號1F,"03-2750498, 03-3334800"
全家桃園中聖店,017259,19830,桃園市桃園區中山路849號1樓,"03-2750516, 03-3708946"
全家桃園吉昌店,017579,11436,桃園市桃園區中平路32號,"03-2750529, 03-2207751"
全家桃園中璦店,015593,51146,桃園市桃園區中正三街411號,"03-2750518, 03-3264880"
全家桃園站前店,013929,10279,"桃園市桃園區中正路13,15,17號","03-2750549, 03-3367478"
全家桃園同德店,016425,10674,"桃園市桃園區中正路1316號,1318號1樓","03-2750531, 03-3588136"
全家桃園東埔店,015871,10953,桃園市桃園區中正路378號,"03-2750538, 03-3357105"
全家桃園北埔店,015828,11328,桃園市桃園區中正路511號,"03-2750523, 03-3315307"
全家桃園和信店,018778,11763,桃園市桃園區中正路48巷16號,"03-2750536, 03-3366772"
全家桃園世貿店,015048,11903,桃園市桃園區中正路1069號,"03-2750522, 03-3577571"
全家桃園中寧店,019115,15180,桃園市桃園區中正路1167號1樓,"03-2750517, 03-3589158"
全家桃園大正店,019054,53535,桃園市桃園區中正路302號1樓,"03-2753612, 03-3344775"
全家桃園新統領店,019069,59069,桃園市桃園區中正路61號,03-3327673
全家桃園中州店,018116,52546,桃園市桃園區中州街57號,"03-2751586, 03-2288471"
全家桃園南中店,016819,12310,桃園市桃園區中埔六街54號1樓,"03-2750542, 03-3466658"
全家桃園明德店,015715,11499,"桃園市桃園區中華路三號一樓之九,三號一樓之十","03-2750537, 03-3362313"
全家桃園壽星店,013961,53961,桃園市桃園區仁愛路60號1樓。2樓,"03-2751707, 03-3795374"
全家桃園德壽店,012629,11233,桃園市桃園區介壽路412號,"03-3768443, 03-3768427"
全家桃園龍昇店,016563,51083,桃園市桃園區介壽路17號一樓,"03-2750568, 03-2184602"
全家桃園早稻田店,015033,55033,桃園市桃園區正康三街181號1樓,"03-2750197, 03-3465031"
全家桃園民安店,014162,16117,桃園市桃園區民生路74號1樓,"03-2750526, 03-3397059"
全家桃園民光店,016478,14485,桃園市桃園區民光東路120號,"03-2750525, 03-3588972"
全家桃園縣安店,014309,19163,桃園市桃園區民安路99號1樓,"03-2750565, 03-3335813"
全家桃園民樂店,015881,55881,桃園市桃園區民族路187號,"03-2751193, 03-3368935"
全家桃園龍彩店,017316,51085,桃園市桃園區永安北路424號1樓之1,"03-2750569, 03-3171967"
全家桃園永安店,016365,10743,桃園市桃園區永安路219號,"03-2750527, 03-3395404"
全家桃園中埔店,015128,12565,"桃園市桃園區同德十街35號,37號1樓","03-2750515, 03-3414897"
全家桃園新天地店,018603,58603,桃園市桃園區同德五街98號1樓,"03-2714081, 03-3462225"
全家桃園東陽店,014517,50492,桃園市桃園區成功路二段69號1樓,"03-2750539, 03-3395478"
全家桃園長沙店,014955,11653,桃園市桃園區長沙街72號,"03-2716747, 03-3634586"
全家桃園同安店,014949,11810,桃園市桃園區南平路211號,"03-2750530, 03-3586804"
全家桃園南平店,016594,16433,"桃園市桃園區南平路194,196號","03-2750543, 03-3463509"
全家桃園愛國店,018352,53584,桃園市桃園區建國路40號,"03-2753638, 03-3767528"
全家桃園建新店,016182,11164,桃園市桃園區建新街88號,"03-2750546, 03-3751735"
全家桃園桃都店,016289,19162,桃園市桃園區桃鶯路388號1樓,"03-2750548, 03-3716791"
全家桃園國強店,018548,19110,桃園市桃園區國強一街218號1樓,"03-2750550, 03-3708336"
全家桃園鼎聖店,012630,16278,桃園市桃園區國鼎一街28號,"03-2750561, 03-3922199"
全家桃園莊敬店,017532,11850,"桃園市桃園區莊敬路一段376號,中正路1416號","03-2750557, 03-3585850"
全家桃園大郡店,018240,58240,桃園市桃園區莊敬路一段204號1樓及B1,03-3460250
全家桃園莊園店,015146,19802,桃園市桃園區莊敬路二段243之1號,"03-2750556, 03-2160387"
全家桃園玉山店,015047,14398,桃園市桃園區復興路387號,"03-2750528, 03-3331571"
全家桃園客運店,019040,52781,桃園市桃園區復興路159號1樓,"03-2755082, 03-3336196"
全家桃園慈愛店,018775,52488,桃園市桃園區慈光街114號,"03-2751392, 03-3576920"
全家桃園大盛店,017166,11579,桃園市桃園區經國路142號,"03-2717449, 03-3586001"
全家桃園天祥店,017831,11695,桃園市桃園區經國路451號一樓,"03-2750520, 03-3562389"
全家桃園麗品店,018280,15340,桃園市桃園區經國路223號1F,"03-3168738, 03-3469068"
全家桃園榮運店,015911,55911,桃園市桃園區經國路899號一樓房屋,"03-2751219, 03-3586466"
全家桃園縣政店,014129,19107,"桃園市桃園區縣府路88之1號1樓,2樓","03-2750566, 03-3384179"
全家桃園市府店,016538,56538,桃園市桃園區縣府路1號,"03-2751637, 03-3946139"
全家桃園龍安店,018351,12874,"桃園市桃園區龍安街169之3號,國強十一街71號","03-2750567, 03-2172781"
全家桃園寶山店,018106,16895,"桃園市桃園區寶山街375,377號1樓","03-2750576, 03-3579430"
全家桃園金寶店,018933,19481,桃園市桃園區寶山街265號1樓,"03-2750540, 03-3268325"
全家龜山大傳店,016847,55453,"桃園市龜山區大同路232號1樓,2樓","03-2750220, 03-3492278"
全家龜山山鶯店,017190,52484,桃園市龜山區山鶯路41號,"03-2751353, 03-3595062"
全家龜山新明德店,014375,54087,桃園市龜山區中興路一段6號1樓和2樓,"03-2750398, 03-3490469"
全家龜山長明店,014193,14546,桃園市龜山區文化一路259號,"03-2118129, 03-2118463"
全家龜山庚勤店,018718,54215,桃園市龜山區文化一路261號庚勤樓Ｌ棟5樓,"03-2751012, 03-2118033"
全家龜山文銓店,018805,16704,桃園市龜山區文化七路186號1樓,"03-2750947, 03-3284576"
全家龜山樂高店,019162,51679,桃園市龜山區文化七路97號1樓,"03-2753017, 03-3186127"
全家龜山文學店,015826,50876,桃園市龜山區文化二路34巷14弄12號1樓,"03-2750948, 03-3186557"
全家龜山文華店,018997,58726,桃園市龜山區文化三路399號1樓＆夾層,03-3278705
全家龜山新城店,016068,56068,桃園市龜山區文青路217號1樓,"03-2751480, 03-3183264"
全家龜山新都店,017360,57360,桃園市龜山區文青路357號1＆2樓,"03-2751634, 03-3974704"
全家龜山光峰店,018241,58241,桃園市龜山區光峰路185號,"03-2713542, 03-3495020"
全家龜山自強店,017530,16166,桃園市龜山區新興村38鄰自強南路71號73號1樓,"03-2751207, 03-3207774"
全家龜山幸美店,014069,14468,桃園市龜山區幸美九街27號1樓,"03-2751200, 03-3197009"
全家龜山幸福店,015228,14471,桃園市龜山區幸福一街24號1樓,"03-2751233, 03-3196352"
全家龜山忠義店,018278,15283,桃園市龜山區楓樹村忠義路一段56號一樓,"03-2751208, 03-3494488"
全家龜山大湖店,016413,56413,桃園市龜山區忠義路二段626號1樓,"03-2751631, 03-3272353"
全家龜山大義店,019068,59068,桃園市龜山區忠義路三段1-1號1樓,03-3273961
全家蘆竹南祥店,017801,52489,桃園市龜山區南上路435號,"03-2751552, 03-3216145"
全家龜山興龍店,014286,53863,桃園市龜山區振興路50號一樓,"03-2750307, 03-3597922"
全家龜山陸光店,018514,19001,桃園市龜山區陸光路98號1樓,"03-2751203, 03-2132197"
全家龜山頂興店,011725,15856,桃園市龜山區山福村頂興路39之6號一樓,"03-2750946, 03-3590358"
全家龜山文欣店,015297,16992,桃園市龜山區復興一路74號1樓,"03-2751205, 03-3279270"
全家龜山金石店,015811,55811,桃園市龜山區復興一路144號1樓,"03-2751176, 03-3979040"
全家龜山環球店,018811,56576,桃園市龜山區復興一路8號2樓,"03-2751649, 03-3275621"
全家龜山雲蓮店,015691,12511,桃園市龜山區復興街302號,"03-2751206, 03-3183365"
全家龜山導航店,017546,57546,桃園市龜山區華亞二路270號B1樓,03-3273147
全家龜山龍壽店,014287,10919,桃園市龜山區龍壽村萬壽路一段93號,"03-2751216, 02-82001091"
全家龜山光啟店,018864,10941,桃園市龜山區萬壽路一段268之3號,"03-2751210, 02-82001363"
全家龜山龍華店,018599,11950,桃園市龜山區萬壽路一段116號,"03-2751209, 02-82092667"
全家龜山萬壽店,018395,15569,桃園市龜山區龜山村萬壽路二段662號662之1號一,"03-2751217, 03-3501272"
全家龜山德明店,017529,11842,"桃園市龜山區德明路105號,107號1樓","03-2751211, 03-3509883"
全家龜山銘園店,018509,14250,"桃園市龜山區德明路5號,第二餐廳旁","03-2751213, 03-3297518"
全家龜山銘美店,018506,14464,桃園市龜山區德明路5號1樓,"03-2751215, 03-3197261"
全家龜山庚德店,018725,58725,桃園市龜山區文化一路259號B1樓(據德樓宿舍),"03-2750853, 03-3270034"
全家八德忠勇店,016181,51458,桃園市八德區義勇街105號(八德東勇移店),"03-2706379, 03-3677792"
全家八德大和店,013962,53962,桃園市八德區大和路103號1樓。2樓,"03-2753137, 03-3749852"
全家八德桃華店,016803,14532,"桃園市八德區中華路268,270號","03-2750675, 03-2172762"
全家八德介壽店,016898,10483,桃園市八德區介壽路一段643號,"03-2750676, 03-3645872"
全家八德大義店,014953,52143,桃園市八德區介壽路一段785號1樓,"03-2751467, 03-3712776"
全家八德福壽店,017887,57523,桃園市八德區介壽路一段392號1樓,"03-2751884, 03-3619253"
全家八德瑞祥店,018865,18712,桃園市八德區介壽路二段1231號1樓,"03-2750686, 03-3731140"
全家八德瑞德店,018423,50362,桃園市八德區13鄰介壽路二段1382號1樓,"03-2750687, 03-3658715"
全家八德貴族店,018304,52744,桃園市八德區介壽路二段309號,"03-2755062, 03-3661473"
全家八德新富順店,013720,53720,桃園市八德區介壽路二段1016號,"03-2750417, 03-3684036"
全家八德瑞豐店,018461,58187,桃園市八德區介壽路二段790號一樓,"03-2713495, 03-3657530"
全家八德廣豐店,018343,58343,桃園市八德區公園路86號一樓,"03-2713640, 03-3616976"
全家八德永福店,017409,10807,桃園市八德區永福西街32巷1號,"03-2750677, 03-3761401"
全家八德和平店,014908,12172,桃園市八德區和平路818號,"03-2750679, 03-3710180"
全家八德大愛店,018353,52637,桃園市八德區和平路196號,"03-2755083, 03-3642251"
全家八德忠誠店,017869,51239,桃園市八德區忠孝街12號,"03-2750680, 03-3660842"
全家八德櫻花店,014530,54530,桃園市八德區長安街375號1樓,"03-2755952, 03-3754001"
全家八德建國店,014950,19831,桃園市八德區建國路657號一樓部分,"03-2750682, 03-3713364"
全家八德仁興店,015331,55331,桃園市八德區建國路241號,"03-2751133, 03-3731041"
全家八德建興店,016723,56723,桃園市八德區建國路59號1樓及2樓,"03-2751498, 03-3732907"
全家八德茄苳店,013457,16696,桃園市八德區茄苳路846號1樓,"03-2750683, 03-3715371"
全家八德桃鶯店,014128,11688,桃園市八德區桃鶯路34號,"03-2711400, 03-3621084"
全家八德新興店,015097,14251,桃園市八德區新興路301號,"03-2750685, 03-3775940"
全家八德銀和店,017702,14482,桃園市八德區銀和街29＆31號,"03-2750688, 03-3746651"
全家八德金和店,017343,57343,桃園市八德區銀和街63號加地下室,"03-2751843, 03-3744118"
全家八德德富店,013872,19670,桃園市八德區廣福路805號,"03-2750690, 03-3756696"
全家八德大湳店,017373,56087,桃園市八德區廣福路42號一樓,"03-2751481, 03-3629260"
全家八德新市店,016169,56169,桃園市八德區興豐路485號,"03-2751482, 03-3680546"
全家八德豐吉店,015702,55702,桃園市八德區豐田一路2號,"03-2751550, 03-3683640"
全家大溪仁東店,017705,50493,桃園市大溪區仁和七街52號,"03-2714110, 03-3802401"
全家大溪仁和店,018511,12072,桃園市大溪區仁和路二段219號,"03-2750701, 03-3900112"
全家大溪三本店,017897,57897,"桃園市大溪區仁善街182,186號","03-2753374, 03-3804467"
全家大溪崎頂店,014439,14160,桃園市大溪區介壽路886號1樓,"03-2714371, 03-3808479"
全家大溪永昌店,019057,18760,桃園市大溪區永昌路355號,"03-2714113, 03-3804394"
全家大溪松樹店,015358,55358,桃園市大溪區仁善里松樹21之1號,"03-2750369, 03-3805861"
全家大溪員林店,017180,19035,桃園市大溪區員林路一段11號,"03-2714355, 03-3900461"
全家大溪交流店,018132,55511,桃園市大溪區員林路一段451號,"03-2751123, 03-3804491"
全家大溪員明店,014643,52423,桃園市大溪區員林路二段275號1-3樓,"03-2750299, 03-3807960"
全家大溪埔頂店,019116,12176,桃園市大溪區埔頂路二段158號,"03-2714356, 03-3907337"
全家大溪慈湖店,015071,10873,桃園市大溪區復興路2號1樓,"03-2716483, 03-3885439"
全家大園臨翔店,018737,58737,桃園市大園區航站南路9號3樓(北側),"03-2750636, 03-3834132"
全家大園蓮園店,012398,11927,桃園市大園區大觀路602號,"03-2750637, 03-3858411"
全家大園都心店,018779,53078,桃園市大園區中山北路31號1樓。2樓,"03-2750249, 03-3842104"
全家大園航園店,013969,50686,桃園市大園區中正東路338號,"03-2750695, 03-3865480"
