店舖名稱,店舖號,服務編號,地址,電話
全家台中忠孝夜店,017709,50256,台中市南區忠孝路102號,"04-37007816, 04-22852580"
全家台中大安店,017290,50516,台中市南區忠明南路730巷23號1樓,"04-37074955, 04-22603275"
全家台中金獅店,018890,13968,台中市南區東興路一段16號,"04-37074951, 04-22633016"
全家台中崇倫店,017937,13561,台中市南區南屯路一段273號,"04-37074929, 04-23766132"
全家台中金南門店,016427,19381,台中市南區南門路57號1F,"04-37074946, 04-22856435"
全家台中汝川店,015805,50513,台中市南區建國北路一段110號(汝川醫療大樓B1),"04-37007815, 04-24715784"
全家台中新高橋店,015645,52367,台中市南區建國北路一段250號,"04-37074694, 04-23726342"
全家台中中山一店,016683,56683,台中市南區建國北路一段110號,"04-37073984, 04-24718909"
全家台中帝國店,016392,13563,"台中市南區美村南路153,155號1樓","04-37074952, 04-22600448"
全家台中柳川店,018915,13468,"台中市南區美村路二段16號,18號1樓","04-37074925, 04-23756530"
全家台中高工店,017352,51999,台中市南區高工路92號,"04-37023043, 04-22653734"
全家台中中興二店,013965,53965,台中市南區國光路250號,"04-37070118, 04-22856331"
全家台中樹仔腳店,019046,59046,台中市南區復興路一段33號,04-22657425
全家台中興美店,015280,14231,台中市南區復興路二段99巷18號,"04-37074919, 04-22600991"
全家台中福田二店,019043,59043,台中市南區福田二街336號,04-22650550
全家台中福田店,015695,18717,台中市南區福田路15號1樓,"04-37074940, 04-22614416"
全家台中興大店,015770,13425,"台中市南區學府路51號,53號","04-37074918, 04-22851742"
全家台中金和店,017632,18765,台中市南區學府路123號,"04-37074943, 04-22201810"
全家台中新學府店,016737,52218,台中市南區學府路168巷2號,"04-37073631, 04-22206022"
全家台中四維店,014267,13560,"台中市西區三民路一段172—5,172—6號","04-37007312, 04-22208900"
全家台中署醫店,018118,14147,台中市西區三民路一段199號,"04-22297537, 04-22294799"
全家台中正點店,016852,51281,臺中市西區三民路一段46號全部,"04-37023033, 04-23760313"
全家台中精誠店,017040,13039,台中市西區大業路1號,"04-37007351, 04-23208160"
全家台中金五廊店,017600,57600,台中市西區五廊街6號,"04-37070217, 04-22249566"
全家台中五權五店,015582,55582,台中市西區五權五街143號1樓,"04-37007763, 04-23750622"
全家台中金可店,016973,54571,台中市西區五權路205號,"04-37023438, 04-22061722"
全家台中市民店,013737,18677,台中市西區公正路103號,"04-23013796, 04-23014035"
全家草悟道店,017495,57495,台中市西區公益路68號1樓,"04-37070174, 04-23210721"
全家台中師院店,013258,13296,台中市西區民權路189號,"04-37007250, 04-22294029"
全家台中尚美店,012662,13889,"台中市西區向上北路192號,194號1樓","04-37007211, 04-23013816"
全家台中向上店,014243,13092,台中市西區向上路一段36號,"04-37007319, 04-23017496"
全家台中京華店,016649,13022,台中市西區西屯路一段156號,"04-37007209, 04-22022137"
全家台中全球店,018085,18976,台中市西區中華路一段1-59號(全球影城),"04-37007318, 04-22255085"
全家台中後龍店,003244,13047,台中市西區後龍街58號民權路302號,"04-37007228, 04-23012618"
全家台中鑫美店,015177,50155,台中市西區美村路一段22號,"04-37007370, 04-23284015"
全家台中新美村店,018041,58041,台中市西區美村路一段610號,"04-37074560, 04-23780607"
全家台中綠園道店,016571,56571,台中市西區健行路1049號1樓,"04-37047205, 04-23233938"
全家台中科博館店,015380,50255,台中市西區博館路117號,"04-37007248, 04-23297287"
全家台中高昇店,014313,19092,台中市西區華美街149之1號,"04-37007255, 04-23015087"
全家台中金大益店,019066,59066,台中市西區精誠路238號,04-23200307
全家台中樂群店,015548,13037,台中市西區樂群街61之4號,"04-37007353, 04-23712316"
全家台中一中街店,015512,55512,台中市北區一中街129號,"04-37073876, 04-22257909"
全家台中一中讚店,016252,56252,台中市北區一中街253號1樓,"04-37074659, 04-22250622"
全家台中一中一店,017302,57302,"台中市北區一中街1號1樓,地下1樓","04-37070064, 04-22250678"
全家台中學友店,017631,13405,台中市北區三民路三段215號,"04-37007358, 04-22252991"
全家台中中友店,019101,59101,台中市北區三民路三段141-1號,04-22290506
全家台中嘉勝店,016779,19362,台中市北區大德街47號壹樓,"04-37007277, 04-22069198"
全家台中高雅店,018396,14164,"台中市北區中清路一段720號,722號","04-37007256, 04-22916368"
全家台中中清一店,018616,58616,台中市北區中清路一段370號,04-22020301
全家台中五億店,014398,54031,臺中市北區五義街132號1樓,"04-37073712, 04-22077256"
全家台中五權一店,017941,57941,台中市北區五權路356號1樓,"04-37074315, 04-22060109"
全家台中大功店,017318,13672,台中市北區公園路146號一樓,"04-37007245, 04-22064420"
全家台中太陽店,018913,53394,台中市北區太原路一段450-1號,"04-37047853, 04-22022098"
全家台中水莊店,015253,13325,"台中市北區文化街13,15,17號1樓","04-37007306, 04-22065321"
全家台中北屯店,017033,13132,台中市北區北屯路45號,"04-37007308, 04-22332903"
全家台中嘉農店,015977,53035,台中市北區北平路二段8號,"04-37023775, 04-22937917"
全家台中育德店,016391,13557,"台中市北區育德路108號,篤行路369號,371號","04-37007207, 04-22039666"
全家台中微笑店,016418,56418,台中市北區育樂街37號1樓,"04-37046325, 04-22330806"
全家台中東成店,017736,13179,"台中市北區東成路20,22號1號","04-37007215, 04-22345768"
全家台中新東義店,014842,53487,台中市北區青島路一段12號,"04-37048559, 04-22913297"
全家台中金美德店,016588,56416,台中市北區美德街184號,"04-37046307, 04-22070089"
全家台中喜樂店,017285,57285,台中市北區英才路266號,"04-37070046, 04-22070206"
全家台中福多店,014966,14409,台中市北區陜西路63號,"04-37007287, 04-22929761"
全家台中永興店,012696,13118,台中市北區健行路375號1F,"04-37007316, 04-22360356"
全家台中健興店,017839,13816,台中市北區健行路786號一樓,"04-37007257, 04-22085683"
全家台中梅亭東店,014871,54030,台中市北區梅亭東街62號1樓及地下室,"04-37070239, 04-22372543"
全家台中館東店,015240,13473,台中市北區博館東街48號1樓,"04-37007363, 04-23272118"
全家台中一中漾店,016599,56599,"台中市北區尊賢街22-3號1樓,地下1樓","04-37047252, 04-22292029"
全家台中新大衛店,017263,50511,台中市北區進化北路365號1樓之2,"04-37007269, 04-22025829"
全家台中遠大店,017686,13558,台中市北區綏遠路一段8號1樓,"04-37007352, 04-22383593"
全家台中漢口店,016607,13119,"台中市北區漢口路四段56,58,60號1樓","04-37007279, 04-22922475"
全家台中上發店,016236,19490,台中市北區漢口路三段88號,"04-37007241, 04-22914739"
全家台中漢文店,015875,13485,台中市北區漢口路四段57號,"04-37007280, 04-22928648"
全家台中漢強店,018425,51370,台中市北區漢口路四段284之1號,"04-37007282, 04-22372241"
全家台中篤行店,015932,13015,台中市西區篤行路188號,"04-37007359, 04-22023520"
全家台中台體大店,018813,58813,台中市北區雙十路一段16號,04-22292290
全家台中興安店,015832,13108,台中市北屯區大連路三段137號1F,"04-37007361, 04-22460995"
全家台中山陽店,015320,53034,台中市北屯區山西路二段222號1樓,"04-37023772, 04-22910486"
全家台中經貿店,019079,59079,台中市北屯區中平路1151號,04-24260216
全家台中中泰店,015766,13567,"台中市北屯區中清路二段409號,411號","04-37007300, 04-22956901"
全家台中新大昇店,016900,56196,台中市北屯區中清路二段1250巷176弄31號,"04-37074063, 04-24260962"
全家台中偉如店,018443,58443,台中市北屯區天津路三段72號,"04-37046614, 04-22370537"
全家台中睿景店,013911,14065,台中市北屯區太原路三段849號,"04-37007283, 04-24361805"
全家台中新太原店,014965,53211,台中市北屯區太原路三段152號,"04-37046176, 04-22331756"
全家台中金原店,016878,53536,台中市北屯區太原路三段231號,"04-37048806, 04-22383255"
全家台中太順店,017073,57073,台中市北屯區太順路103號,"04-37077401, 04-24361134"
全家台中時尚店,018122,58122,台中市北屯區文心路三段983號,"04-37074650, 04-22920168"
全家台中梅川東店,016947,56947,台中市北屯區文心路四段268號,"04-37077390, 04-22360977"
全家台中北新店,017685,13154,"台中市北屯區北屯路288號,288之1號","04-37007309, 04-22434763"
全家台中大向店,016647,13606,"台中市北屯區北屯路210之3號,210之5號1樓","04-37007247, 04-22318703"
全家台中四平店,018990,13249,台中市北屯區四平路35之6號,"04-37007311, 04-22965197"
全家台中和順店,014968,54297,台中市北屯區和順路400號,"04-37076039, 04-24391336"
全家台中仁美店,015319,13866,台中市北屯區昌平東二路179號1樓,"04-37007301, 04-24226445"
全家台中水景店,015468,18676,台中市北屯區東山路一段196之1號,"04-37007307, 04-24362774"
全家台中大坑店,018046,58046,台中市北屯區東山路一段380之23號,"04-37077334, 04-24362022"
全家台中培鶯店,017838,52547,台中市北屯區東山路二段51-11號,"04-37073941, 04-22392572"
全家台中東光店,016100,13536,台中市北屯區東光路886號1樓,"04-37007213, 04-24360567"
全家台中豐源店,014780,13130,台中市北屯區松竹北路150號,"04-37007366, 04-22410563"
全家台中金強店,017167,51923,台中市北屯區松竹路二段366-1號,"04-37074289, 04-22474880"
全家台中真義店,013790,50276,"台中市北屯區松義街160號,162號","04-37007253, 04-22479532"
全家台中金河店,013212,53212,台中市北屯區河北路二段98號,"04-37046180, 04-22345716"
全家台中花見店,014823,53486,台中市北屯區建和路一段420號,"04-37048393, 04-24361670"
全家台中軍功店,017837,50213,"台中市北屯區軍功路一段497號,495號1樓","04-37007249, 04-24374670"
全家台中英皇店,017979,55583,台中市北屯區軍福十六路277號,"04-37007785, 04-24361564"
全家台中昌盛店,015409,50041,"台中市北屯區崇德二路一段257號,259號1樓","04-37007212, 04-22479842"
全家台中崇德店,016559,13444,台中市北屯區崇德路二段351號,"04-37007260, 04-22429360"
全家台中崇大店,018496,13556,台中市北屯區崇德路二段276號,"04-37007258, 04-22477685"
全家台中金頂店,013660,52935,"台中市北屯區部子路351,353號","04-37046019, 04-24392609"
全家台中敦化店,013260,13481,台中市北屯區敦化路一段573號,"04-37007266, 04-22920301"
全家台中情人店,018128,58128,"台中市北屯區景賢路106號1,2F","04-37076340, 04-24365681"
全家台中熱河店,012279,13831,台中市北屯區熱河路二段166號1樓,"04-37007357, 04-22438041"
全家台中樂樂店,018282,19006,台中市北屯區熱河路二段119號,"04-37007355, 04-22365516"
全家台中新崇河店,017509,52926,台中市北屯區熱河路三段57號1樓,"04-37046018, 04-22413302"
全家台中鼎安店,017669,51045,台中市北屯區興安路一段233號,"04-37007276, 04-22412451"
全家台中松茂店,018026,13757,台中市北屯區興安路二段461巷2號463號一,"04-37007219, 04-22473340"
全家台中遼寧店,015993,13505,台中市北屯區遼寧路一段158號1樓,"04-37007362, 04-22471695"
全家台中新豐樂店,016980,56980,台中市北屯區豐樂路7-5號,"04-37077395, 04-24225917"
全家台中上安店,016060,19306,台中市西屯區上安路136號一樓,"04-37007240, 04-24524993"
全家台中樂活店,015281,14685,"台中市西屯區大墩19街18號,20號,22號1樓","04-37074915, 04-23271767"
全家台中福揚店,016393,14494,台中市西屯區大墩十九街188號,"04-37074913, 04-23105615"
全家台中福和店,017168,13929,台中市西屯區工業三十八路3號,"04-37074912, 04-23595806"
全家台中金工店,016125,51847,台中市西屯區工業區一路98-130號,"04-37023052, 04-23598407"
全家台中白金店,017913,57913,台中市西屯區工業區一路70號,"04-37072402, 04-23550103"
全家台中工三店,017517,13246,"台中市西屯區中工三路75號,77號","04-37007805, 04-23507237"
全家台中天保店,017265,13861,"台中市西屯區中工三路214之1號,之2號1樓","04-37007808, 04-23587991"
全家台中真安店,014779,51268,台中市西屯區中清西二街79號1樓,"04-37007252, 04-22994955"
全家台中文華店,017266,13009,台中市西屯區文華路3之3號,"04-37007303, 04-24514285"
全家台中福大店,017559,14487,台中市西屯區文華路200號一樓,"04-37007285, 04-27068872"
全家台中福氣店,015401,55401,台中市西屯區文華路105之10號,"04-37073891, 04-24520407"
全家台中光明店,014586,13072,台中市西屯區至善里臺灣大道三段730號,"04-37007317, 04-27069670"
全家台中登峰店,016003,50401,台中市西屯區至善里臺灣大道三段660號,"04-37007267, 04-24523433"
全家台中澄清店,017126,50615,台中市西屯區福林里臺灣大道四段966號1樓,"04-37007356, 04-24636832"
全家台中新榮總店,014967,53644,台中市西屯區台灣大道四段1650號第一醫療大樓1樓,04-23581973
全家台中金豹店,012493,52493,台中市西屯區四川一街26號,"04-37073767, 04-23128382"
全家台中新桂冠店,015931,52636,台中市西屯區四川路67號,"04-37074979, 04-23124958"
全家台中鼎盛店,018821,58821,台中市西屯區市政北二路232號2樓,"04-37070364, 04-22581077"
全家台中豐邑店,017573,57573,台中市西屯區市政路392號1樓及招牌,"04-37070207, 04-22540607"
全家台中新福樂店,018119,54408,台中市西屯區永福路122號1樓,"04-37073567, 04-24633853"
全家台中惠安店,017761,13828,台中市西屯區甘肅路一段18號1樓,"04-37007263, 04-23154623"
全家台中安和店,018260,58260,台中市西屯區安和路99之38號,"04-37076456, 04-23588123"
全家台中七張犁店,018338,58338,台中市西屯區安和路120之15號1樓及2樓,"04-37078470, 04-23590326"
全家台中成長店,014828,54828,台中市西屯區成都路368號,"04-37007923, 04-22969883"
全家台中至善店,017039,13234,台中市西屯區至善路105號,"04-37007205, 04-27014306"
全家台中至真店,016608,13488,"台中市西屯區至善路236號,238號,234巷1號","04-37007202, 04-24527522"
全家台中西屯店,017898,13005,"台中市西屯區西屯路二段90之22,23號","04-37007206, 04-23179256"
全家台中至尊店,013443,13951,"台中市西屯區西屯路二段268-12,13號","04-37007203, 04-27087147"
全家台中豐盛店,014097,50156,台中市西屯區西屯路二段126-13號126-15號,"04-37007365, 04-23179406"
全家台中俊美店,018315,58315,台中市西屯區西屯路二段297之16號1樓全部,"04-37074053, 04-24525922"
全家台中陽光店,018873,58873,台中市西屯區西屯路二段258之21號,04-24520880
全家台中福鄰店,016778,13832,台中市西屯區西屯路三段166之25號1樓,"04-24613724, 04-24616177"
全家台中福科店,018060,13909,台中市西屯區西屯路三段159之80號,"04-37007288, 04-24615098"
全家台中福美店,013185,14488,"台中市西屯區西安街91號,西屯區烈美街171號1樓","04-37007289, 04-27069053"
全家台中河南店,016648,13197,台中市西屯區河南路二段325號,"04-27079557, 04-27079502"
全家台中惠慶店,015493,13466,台中市西屯區河南路二段301巷76號1樓,"04-37007265, 04-24527462"
全家台中海派店,016627,56627,台中市西屯區青海南街157號,"04-37073524, 04-24524792"
全家台中儷晶店,008854,13559,台中市西屯區青海路二段153號,"04-37007369, 04-24525281"
全家台中國安一店,017609,57403,台中市西屯區國安一路169號,"04-37070104, 04-24610062"
全家台中金航發店,016170,56170,台中市西屯區逢大路5號,"04-37073942, 04-24520722"
全家台中朝貴店,015389,13686,"台中市西屯區朝馬路139號,141號,143號一樓","04-37074935, 04-22511253"
全家台中朝富店,014972,13439,台中市西屯區朝富路176號,"04-37074933, 04-22547347"
全家台中世貿店,013475,13985,台中市西屯區朝富路18-5號,"04-37007810, 04-22541296"
全家台中世貿二店,015935,14113,"台中市西屯區朝富路16號,18號","04-37007809, 04-22548942"
全家台中新大富店,013565,53565,台中市西屯區朝富路100號1樓,"04-37048933, 04-22550091"
全家台中漢翔店,012049,52049,台中市西屯區漢翔路295號1樓,"04-37023014, 04-24520234"
全家台中福華店,014910,19652,台中市西屯區福安路57號,"04-37007290, 04-24635723"
全家台中福滿店,018797,18716,台中市西屯區福星路301號,"04-37007293, 04-24529228"
全家台中好市店,015876,50512,台中市西屯區福星路330之6號,"04-37007320, 04-24528914"
全家台中金福星店,016123,56067,台中市西屯區福星路601號,"04-37073636, 04-24521858"
全家台中福雅店,015933,55630,台中市西屯區福雅路693號一樓,"04-37007913, 04-24632785"
全家台中新福瑞店,012123,52123,台中市西屯區福瑞街92號,"04-37023004, 04-24620357"
全家台中新福聯店,017528,51709,台中市西屯區福聯街23號,"04-37023053, 04-24621219"
全家台中民主店,016609,50687,台中市西屯區黎明路二段779號,"04-37007811, 04-22518576"
全家台中八寶店,016332,50385,台中市西屯區寶慶街42之1號1樓及夾層,"04-37007237, 04-24522224"
全家台中新惠來店,018798,53091,台中市西屯區櫻花路129號,"04-37076348, 04-23155463"
全家台中大英店,011828,13803,台中市南屯區大業路271號一樓,"04-37074957, 04-23106077"
全家台中傑盛店,014247,13395,"台中市南屯區大墩十一街370號,372號","04-37074930, 04-22525201"
全家台中墩鴻店,015995,13734,"台中市南屯區大墩十一街288號,290號一樓","04-37074914, 04-23207680"
全家台中大河店,018360,19756,台中市南屯區大墩十一街642號,"04-37074956, 04-22511440"
全家台中墩陽店,016159,55335,台中市南屯區大墩十七街119號1樓,"04-37070062, 04-23288661"
全家台中田心店,011908,13562,台中市南屯區大墩六街261號,"04-37007813, 04-24734909"
全家台中大鼎店,012885,13919,"台中市南屯區大墩南路332號,336號一樓","04-37007803, 04-24731752"
全家台中敦親店,016522,54039,台中市南屯區大墩路161號,"04-37070516, 04-24719372"
全家台中十一街店,017028,55221,台中市南屯區大墩路514號1樓,"04-37070135, 04-23206248"
全家台中龍富二店,017143,57143,台中市南屯區五權西路二段1172號,"04-37077408, 04-23807391"
全家台中嶺南店,018030,13082,"台中市南屯區五權西路三段177號,179號","04-37074922, 04-23861284"
全家台中大進店,017291,13675,台中市南屯區公益路二段39號,"04-37007800, 04-23192334"
全家台中惠春店,014847,54361,台中市南屯區公益路二段631號,"04-37073563, 04-22513414"
全家台中親家店,018430,13164,"台中市南屯區文山八街66號,68號","04-37074920, 04-23867500"
全家台中鼎豐店,016080,13786,台中市南屯區永春東一路719號一樓,"04-37074939, 04-23809208"
全家台中嶺東店,015643,13052,台中市南屯區永春南路125號,"04-37074921, 04-23829243"
全家台中永春店,018429,13297,台中市南屯區永春路37號,"04-37007812, 04-23861613"
全家台中益豐店,018226,58226,台中市南屯區向上路三段335號,"04-37072543, 04-23890611"
全家台中新忠勇店,012451,52451,台中市南屯區忠勇路76之3號,"04-37074677, 04-23801003"
全家台中金勇店,015646,55537,台中市南屯區忠勇路71-1號,"04-37073983, 04-23807836"
全家台中東興店,016229,13136,"台中市南屯區東興路二段281,283號1樓","04-37073628, 04-24712047"
全家台中新東二店,015016,52407,台中市南屯區東興路二段36號1樓,"04-37074954, 04-24731935"
全家台中惠文店,018916,13292,台中市南屯區河南路四段326號,"04-37074932, 04-22584215"
全家台中風華店,015877,13793,台中市南屯區河南路四段692號一樓,"04-37074926, 04-23816211"
全家台中保安店,018820,58820,台中市南屯區保安十街166號,04-23500203
全家台中金美店,017652,14190,台中市南屯區14鄰南屯路二段872號,"04-37074948, 04-23816217"
全家台中金南屯店,012515,19410,台中市南屯區南屯路二段159號,"04-37074945, 04-24734538"
全家台中建功店,018212,13881,台中市南屯區建功路107之38號107之39號1樓,"04-37074953, 04-23817852"
全家烏日火車頭店,017684,57684,台中市烏日區高鐵東一路26號2樓,"04-37070042, 04-23384126"
全家台中惠中店,004114,13429,"台中市南屯區惠中路三段46號,48號,50號","04-37074931, 04-23816112"
全家台中林新店,015057,14322,台中市南屯區惠中路三段36號B棟1F商店2店面,"04-37074941, 04-22510100"
全家台中圓滿店,014032,54032,台中市南屯區惠文路499號,"04-37070512, 04-23808945"
全家台中精密科店,016018,55585,台中市南屯區精科東路17號B棟2樓,04-23554532
全家台中楓樹店,017412,13280,"台中市南屯區黎明路一段253號,255號","04-37074938, 04-24700620"
全家台中黎明店,016189,13100,台中市南屯區黎明路二段406號,"04-37074916, 04-22540498"
全家台中龍富店,016088,56088,台中市南屯區龍富路四段2號1樓,"04-37073814, 04-23807235"
全家台中新文山店,016038,50397,台中市南屯區嶺東路730號,"04-37074937, 04-23805475"
全家太平新豐年店,015410,54088,台中市太平區大源十八街1號1樓,"04-37070097, 04-23936370"
全家太平新興店,018216,13713,台中市太平區大興11街207號,"04-37074887, 04-23912018"
全家太平普拉斯店,016920,56920,台中市太平區大興路127號,"04-37077379, 04-23937214"
全家太平勤利店,018962,19119,台中市太平區中山路一段215巷19號,"04-37074883, 04-23931412"
全家太平中華店,014896,13029,台中市太平區中山路二段441號,"04-37074866, 04-23936935"
全家太平水林店,016308,13674,"台中市太平區中山路二段118號,118號之1","04-37074867, 04-23915427"
全家太平新凱悅店,013422,53422,台中市太平區中平九街117號,"04-37047928, 04-22778617"
全家太平宜佳店,019167,59167,台中市太平區溪洲西路142號(配送用),04-22708707
全家太平永平店,014109,13252,台中市太平區永平路一段65號1樓,"04-37074868, 04-22732879"
全家太平新永成店,018832,51426,台中市太平區永成北路160號一樓至四樓全部,"04-37023009, 04-22767929"
全家太平永豐店,019192,13288,"台中市太平區永豐路81號,83號1樓","04-37074870, 04-22786202"
全家太平光德店,017781,18736,台中市太平區光德路101號1樓,"04-37074871, 04-22712683"
全家太平光興店,016789,13096,台中市太平區光興路1072號,"04-37074872, 04-22704228"
全家太平金盛店,016651,19166,台中市太平區成功東路267號,"04-37074879, 04-22704717"
全家太平水悅店,018079,58079,台中市太平區旱溪西路二段187號,"04-37074571, 04-22360902"
全家太平育賢店,018013,14169,"台中市太平區育賢路156號,158號","04-37074876, 04-23935507"
全家太平曙光店,017398,56919,台中市太平區育賢路348號,"04-37077372, 04-23910543"
全家太平永益店,017277,13988,台中市太平區長億六街53—27號,"04-37074869, 04-22774868"
全家太平頭汴坑店,018637,58637,台中市太平區長龍路二段1號,"04-37046932, 04-22756896"
全家太平建興店,016368,13324,"台中市太平區建興路266,268號","04-37074881, 04-22762588"
全家太平再福店,015771,14298,"台中市太平區振福路427號,429號,431號","04-37074873, 04-23950290"
全家太平新甲店,013888,13345,"台中市太平區新仁路一段42號,44巷2號","04-37074886, 04-22736455"
全家太平建昌店,017560,13328,台中市太平區新平路二段82號1樓,"04-37074880, 04-22737247"
全家太平新平店,014476,13321,台中市太平區新平路三段347號,"04-37074885, 04-23913674"
全家太平育仁店,016958,13639,台中市太平區新平路三段146號148號150號一樓,"04-37074875, 04-23912587"
全家太平新福店,015473,55261,台中市太平區新福路308號,"04-37070186, 04-23959213"
全家太平溪洲店,019047,59047,台中市太平區溪洲路68號,04-22784296
全家太平廣三店,016428,13031,台中市太平區廣三街33號,"04-37074889, 04-23955174"
全家太平樹孝店,016309,52937,台中市太平區樹孝路109號,"04-37046021, 04-23938633"
全家太平金城店,016764,19755,台中市太平區樹德路275號,"04-37074878, 04-23955137"
全家大里新榮店,016975,55036,台中市大里區大里路65號,"04-37046039, 04-24830774"
全家大里大明店,015242,13478,台中市大里區大明路168號1樓,"04-37048486, 04-24870979"
全家大里永勝店,017013,13700,台中市大里區大明路469號一樓,"04-37074170, 04-24061062"
全家大里新捷勝店,017536,52990,台中市大里區大明路512號1樓,"04-37023771, 04-24068605"
全家大里工業店,018063,13363,"台中市大里區工業路94號,96號","04-37074102, 04-24918981"
全家大里大發店,017279,13685,台中市大里區中興路一段109之5號1樓,"04-37074100, 04-24964207"
全家大里永興店,018156,14166,台中市大里區中興路二段156號,"04-37074225, 04-24837840"
全家大里金大發店,015325,50617,台中市大里區仁化路343-1號,"04-37074445, 04-24914545"
全家大里內新店,018465,13113,"台中市大里區內新街54,56號1樓","04-37074103, 04-24866921"
全家大里軟科店,018727,58727,台中市大里區公園街423-1號,"04-37070341, 04-24962900"
全家大里新日新店,016482,53538,台中市大里區日新路586號,"04-37048823, 04-24833758"
全家大里順發店,010459,50459,台中市大里區永隆路209號壹樓,"04-37074780, 04-24069634"
全家大里河堤店,018178,19120,台中市大里區立中街9號,"04-37074385, 04-22751784"
全家大里立仁店,018238,13085,"台中市大里區立仁路83號,85號1樓","04-37074226, 04-22777327"
全家大里立新店,017465,13668,台中市大里區立新街321號1樓,"04-37074227, 04-22754133"
全家大里成功店,019120,57916,台中市大里區成功路547號,"04-37072403, 04-24967027"
全家大里西湖店,016481,51546,台中市大里區西湖路337號,"04-37023008, 04-24962341"
全家大里勝美店,018466,53401,台中市大里區西榮路68號,"04-37047875, 04-24834377"
全家大里東芳店,014110,13810,台中市大里區東南路142之6號1樓,"04-37074382, 04-24953985"
全家大里大金店,018089,13995,台中市大里區長春路78巷50號,"04-37048487, 04-24963848"
全家大里益民店,017170,13126,台中市大里區益民路二段173號1樓,"04-37074778, 04-24813483"
全家大里新大益店,016006,53170,台中市大里區益民路二段35號1樓,"04-37046175, 04-24832179"
全家大里東益店,018531,53243,台中市大里區益民路二段280號,"04-37070428, 04-24820572"
全家大里大功店,018533,13745,台中市大里區國光路二段38號一樓,"04-37048485, 04-24821224"
全家大里仁愛醫店,018999,58999,台中市大里區國光路二段398號,04-24821861
全家大里爽文店,015105,14007,台中市大里區爽文路870-1號,"04-37074779, 04-24069756"
全家大里新生店,017169,14128,"台中市大里區現岱路187號,189號1樓","04-37074861, 04-24853381"
全家大里善化店,018627,54218,台中市大里區善化路146號,"04-37076029, 04-24918213"
全家大里塗城店,017323,13270,"台中市大里區塗城路742號,744號1樓","04-37074860, 04-24930415"
全家大里金城店,017321,14323,台中市大里區塗城路537號,"04-37074710, 04-24935341"
全家大里新城店,017351,14490,台中市大里區塗城路291號,"04-37074862, 04-24935172"
全家大里好美店,019121,56253,台中市大里區塗城路230巷75號及75號之1,"04-37047259, 04-24962146"
全家大里再發店,016937,56385,台中市大里區塗城路681號,"04-37046261, 04-24953738"
