店舖名稱,店舖號,服務編號,地址,電話
全家和美永美店,018016,14035,彰化縣和美鎮彰新路二段163號,"04-7062540, 04-7359141"
全家和美新矽品店,013560,19809,彰化縣和美鎮彰新路二段8號,"04-7354490, 04-7350647"
全家和美雙美店,015329,13496,"彰化縣和美鎮糖東1街21號,23號1樓","04-7062546, 04-7366041"
全家伸港雙興店,018513,13737,彰化縣伸港鄉七嘉村中華路463號一樓,"04-7062571, 04-7987049"
全家伸港上旺店,018217,13715,彰化縣伸港鄉大同村中興路二段317號1樓,"04-7062569, 04-7987095"
全家伸港新港店,014452,54452,彰化縣伸港鄉新港路308號,"04-7060106, 04-7987553"
全家伸港新全興店,018831,50777,彰化縣伸港鄉興工路736號,"04-7062570, 04-7989532"
全家員林正新店,012271,52271,彰化縣員林市三民東街350號,"04-7062010, 04-8360774"
全家員林大仁店,017069,19233,彰化縣員林市大同路二段179號,"04-7062516, 04-8392979"
全家員林新員山店,016887,56887,彰化縣員林市山腳路三段臨269號,"04-7060275, 04-8367235"
全家員林僑信店,016271,50176,彰化縣員林市中山路二段281號1樓及地下室,"04-7062523, 04-8396842"
全家員林台鐵店,018696,58696,彰化縣員林市民權街55號2樓,"04-7060114, 04-8366459"
全家員林富城店,017513,52947,彰化縣員林市育英路24號,"04-7062212, 04-8334347"
全家員林新育英店,017738,54007,彰化縣員林市育英路106號,"04-7060083, 04-8334117"
全家員林榮城店,017496,57496,彰化縣員林市南平街188號,"04-7060140, 04-8339424"
全家員林金牌店,017146,57146,彰化縣員林市南昌路135號,"04-7060283, 04-8336323"
全家員林黎明店,014000,53537,彰化縣員林市員大路一段75號,"04-7060268, 04-8338536"
全家員林新員農店,016997,19485,彰化縣員林市員水路二段320號,"04-7062522, 04-8331925"
全家員林安迪店,013609,53609,彰化縣員林市員集路二段82號,"04-7062912, 04-8336605"
全家員林金三橋店,014315,53094,彰化縣員林市浮圳路二段168號,"04-7062278, 04-8334544"
全家員林員基店,014150,54150,彰化縣員林市莒光路456號,04-8394122
全家員林金萬年店,014520,19672,彰化縣員林市萬年巷51之10號,"04-7062520, 04-8333271"
全家員林學友店,017633,13544,彰化縣員林市靜修路74—12號,"04-7062532, 04-8371411"
全家員林車頭店,011798,19336,彰化縣員林市28鄰靜修路52-1號,"04-7062519, 04-8396162"
全家社頭山腳店,016381,50137,彰化縣社頭鄉山腳路四段183號,"04-7062547, 04-8713762"
全家社頭金蟹店,018169,50699,彰化縣社頭鄉中興路82號,"04-7062548, 04-8712664"
全家永靖永安店,018468,52498,彰化縣永靖鄉中山路一段869號,"04-7062012, 04-8231800"
全家永靖頂旺店,017870,53132,彰化縣永靖鄉永福路一段157號1樓。2樓,"04-7062681, 04-8232751"
全家永靖金火店,018258,58258,彰化縣永靖鄉永興路三段臨50號,"04-7060127, 04-8234128"
全家埔心永坡店,018347,58347,彰化縣埔心鄉東門村中正路一段臨497號,"04-7060243, 04-8280399"
全家埔心署醫店,016272,18996,彰化縣埔心鄉舊館村中興路35號,"04-7061012, 04-8284693"
全家溪湖大發店,013253,13891,彰化縣溪湖鎮大發路73號,"04-7062486, 04-8851667"
全家彰化溪湖店,018992,13060,彰化縣溪湖鎮大溪路二段404號,"04-7062451, 04-8817134"
全家溪湖大竹店,018535,13789,彰化縣溪湖鎮西環路243號245號一樓,"04-7062479, 04-8816507"
全家溪湖再發店,012739,13947,彰化縣溪湖鎮崙子腳路122號,"04-7062487, 04-8817290"
全家溪湖雙溪店,003564,13564,彰化縣溪湖鎮彰水路二段745號1樓,"04-7062509, 04-8851178"
全家大村大溪店,018261,58261,彰化縣大村鄉大溪路13號,"04-7060173, 04-8520728"
全家大村寶山店,013093,53093,彰化縣大村鄉山腳路98-20號,"04-7062220, 04-8525206"
全家大村寶村店,018872,53840,彰化縣大村鄉山腳路75-7號,"04-7060015, 04-8534456"
全家彰化大村店,013822,13348,彰化縣大村鄉中山路二段313號及中正西路1號,"04-7062339, 04-8539678"
全家大村美港店,015015,14009,彰化縣大村鄉美港路51號,"04-7062303, 04-8526080"
全家大村茄苳店,018961,56469,彰化縣大村鄉茄苳路二段2號,"04-7060266, 04-8521170"
全家彰化埔鹽店,018577,57819,彰化縣埔鹽鄉彰水路二段31號,"04-7060310, 04-8656498"
全家田中台鐵店,018570,58570,彰化縣田中鎮中州路一段1號2樓,04-8747905
全家田中金田店,018781,18836,彰化縣田中鎮中州路一段76號一樓,"04-7062560, 04-8747821"
全家田中金斗店,018882,50398,彰化縣田中鎮斗中路一段232號,"04-7062559, 04-8748349"
全家田中雙田店,015835,13596,彰化縣田中鎮民族街2號1樓,"04-7062562, 04-8744418"
全家田中新生店,015278,14687,彰化縣田中鎮員集路二段566號,"04-7062561, 04-8748424"
全家彰化高鐵店,016996,54436,彰化縣田中鎮站區路二段99號,04-7009155
全家北斗七星店,017401,13479,彰化縣北斗鎮斗中路921號,"04-7062305, 04-8780886"
全家北斗寶斗店,017399,52148,彰化縣北斗鎮斗苑路一段193號,"04-7062459, 04-8872120"
全家田尾金園店,017463,14053,彰化縣田尾鄉中山路一段577號,"04-7062563, 04-8837329"
全家埤頭大豐店,018706,50088,彰化縣埤頭鄉斗苑東路2之5號,"04-7062510, 04-8876901"
全家埤頭金農店,018379,14037,彰化縣埤頭鄉彰水路三段265號,"04-7062511, 04-8924389"
全家溪州明道店,016595,13623,彰化縣溪州鄉中央路三段225之6號1樓,"04-7062478, 04-8897642"
全家二林原斗店,014298,54298,彰化縣二林鎮斗苑路二段6號,"04-7060109, 04-8901566"
全家二林斗苑店,018286,13330,彰化縣二林鎮斗苑路四段299號,"04-7062279, 04-8955612"
全家大城大功店,014533,14112,彰化縣大城鄉大城村中平路8號,"04-7062535, 04-8944450"
全家芳苑寶成店,017535,51219,彰化縣芳苑鄉三合村14鄰斗苑路三合段100號,"04-7062549, 04-8962501"
全家芳苑王功店,015783,55783,彰化縣芳苑鄉芳漢路王功段535號,"04-7060195, 04-8932205"
